Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67)
1.3275802843618765e-09,0.6762130979609233,1.4893156368595084e-13,1.7271793357174123e-15,9.595823528946941e-17,1.3178297650221453e-16,0.0,0.0,4.62470835260475e-10,1.8566298729372586e-16,6.023219302078006e-20,2.323596230968167e-27,5.004201968459159e-20,2.87775846760157e-46,5.16009427205933e-35,1.943914276592708e-24,4.2319802918064816e-36,4.0044665360980035e-13,3.232431596018484e-46,6.0040096916395795e-28,2.2377807725970194e-43,6.448412630346835e-50,4.9733456636238674e-26,1.1454917619667205e-36,8.614091749448143e-25,2.5875995902334203e-48,6.685572963896188e-48,3.0827552504370684e-42,5.466015579901718e-71,4.5620865456591145e-58,1.4381330080715502e-23,2.359757472260071e-59,5.261452557969474e-47,2.1385496552171445e-59,3.76,0.0,0.5397987301959644,0.9994025361430163,3.3625450955703124e-19,7.600824022697017e-48,7.380911909520033e-06,7.3809128126147615e-06,0.000597463394104037,3.5279970638464745e-16,4.004467639012517e-13,4.6235852057967e-10,2.0926523227803316e-13,6.447508837183184e-15,1.7262035430692633e-21,2.342436235398739e-13,6.827558012620202e-16,6.421279120843369e-20,1.0780756596951506e-15,3.794570667701693e-14,4.405821522606906e-14,6.534455109478194e-14
1.353188893593074e-09,0.6762131161267537,1.519104403646546e-13,1.7776155576833134e-15,9.97374633306235e-17,1.3697957227233732e-16,0.0,0.0,4.713902254205117e-10,1.928938066520591e-16,6.392081295995922e-20,2.5257766709495784e-27,5.3101455867411075e-20,3.173651210673733e-46,5.583832500557709e-35,2.0754643166001778e-24,4.586933565053817e-36,4.1671343862114544e-13,3.695897976729716e-46,6.480236452714416e-28,2.5219360345068023e-43,7.457460205659352e-50,5.309848305984501e-26,1.2629963974399395e-36,9.137400561236354e-25,2.97942603342768e-48,7.528282274086152e-48,3.4893814062352544e-42,6.674047691426167e-71,5.363318100430838e-58,1.5258196453462252e-23,2.7648841934206304e-59,6.040053582595899e-47,2.5073096164655605e-59,3.76,0.0,0.5397985878125325,0.9994013253442963,3.5619946401259425e-19,8.57919770694321e-48,7.523286389513488e-06,7.523287328443274e-06,0.00059867418388839,3.6271859879426295e-16,4.1671355566171715e-13,4.712708427740239e-10,2.1741640370178027e-13,6.683880878669476e-15,1.8279431478793598e-21,2.4324128340617997e-13,7.111335431097782e-16,6.68787036352661e-20,1.1155534983880972e-15,3.942817650670093e-14,4.576589478646531e-14,6.789369928954634e-14
1.4044061120554693e-09,0.6762131524584007,1.5788114135555442e-13,1.880428746438818e-15,1.0752009324955408e-16,1.476820939293442e-16,0.0,0.0,4.892289562937358e-10,2.0776975445483614e-16,7.17466037518871e-20,2.9714503917576823e-27,5.959111518786401e-20,3.838670429651826e-46,6.509602751941061e-35,2.3579240978063612e-24,5.3649217216050087e-36,4.502141845134226e-13,4.79597300669513e-46,7.517023329488353e-28,3.1825265441107146e-43,9.897524936592852e-50,6.032359606165844e-26,1.526981858617294e-36,1.0246619219030878e-24,3.91954801671965e-48,9.481436542281415e-48,4.440740929905959e-42,9.842330375470547e-71,7.347728091730521e-58,1.711761103904267e-23,3.7622592881477247e-59,7.897959607224578e-47,3.416158053562812e-59,3.76,0.0,0.5397983030457816,0.9993991359865828,3.9843860362464743e-19,1.085907279127762e-47,7.808035235217884e-06,7.808036247904557e-06,0.0006008635237288914,3.8253401747839536e-16,4.5021431587170493e-13,4.890948967589611e-10,2.3418593831223614e-13,7.167766454629063e-15,2.0432481934637986e-21,2.617306757504926e-13,7.696073504448649e-16,7.239201638751424e-20,1.1919633171986827e-15,4.247876644831113e-14,4.927766787563963e-14,7.313877461754861e-14
1.4505016086716251e-09,0.6762131851568666,1.6326962237328012e-13,1.975168780881947e-15,1.1478057005495835e-16,1.5766783328349034e-16,0.0,0.0,5.052837612847081e-10,2.2163041420188942e-16,7.931717469444277e-20,3.4232977495302556e-27,6.586760649020391e-20,4.52870611201098e-46,7.437790238018446e-35,2.6352864897435324e-24,6.148114646325875e-36,4.814656433977369e-13,6.015237099096992e-46,8.552124855527426e-28,3.896733907736951e-43,1.2664097756295043e-49,6.741812992208847e-26,1.8007590674620964e-36,1.1318404714280405e-24,4.975178047687809e-48,1.1584574619935872e-47,5.4772147323326195e-42,1.3799027585416885e-70,9.662546036066186e-58,1.8915231301378018e-23,4.91710471648885e-59,9.969927289454132e-47,4.4699344371005086e-59,3.76,0.0,0.5397980467558341,0.999397403296031,4.392153996733455e-19,1.3331087176709335e-47,8.064309066071737e-06,8.064310147516623e-06,0.0006025961981940672,4.0033368381261777e-16,4.814657886052711e-13,5.05135877366631e-10,2.4981111787732093e-13,7.615822856224765e-15,2.2509075619465346e-21,2.789329569105333e-13,8.24187834951771e-16,7.756283292435876e-20,1.262354059166134e-15,4.5321973837009644e-14,5.254807772031044e-14,7.802671429181011e-14
1.496597105287781e-09,0.6762132178553173,1.6867227110961663e-13,2.071996271960038e-15,1.2228429074370062e-16,1.6798936571521616e-16,0.0,0.0,5.213385197970018e-10,2.359385162931211e-16,8.740502194521732e-20,3.927443521664236e-27,7.257140978101847e-20,5.314890230155578e-46,8.462525919034548e-35,2.935797945655469e-24,7.016146723336253e-36,5.137580609170432e-13,7.491327426498021e-46,9.690516024828475e-28,4.742036895767743e-43,1.6085402622258274e-49,7.510458984324818e-26,2.112532198952202e-36,1.2462147261879282e-24,6.268621298598586e-48,1.406347147046074e-47,6.7125327441297e-42,1.914590247844357e-70,1.260040018959831e-57,2.083450809233541e-23,6.37246313063176e-59,1.2492104943665913e-46,5.799644964443876e-59,3.76,0.0,0.5397977904660082,0.9993958690874262,4.827008572750748e-19,1.6264638969491872e-47,8.320582773504401e-06,8.3205839259574e-06,0.0006041303907112213,4.1809324847603794e-16,5.137582209185704e-13,5.211762303498e-10,2.659408641479904e-13,8.075622565609193e-15,2.4721666617177297e-21,2.966659367694984e-13,8.806144361944253e-16,8.293363619224625e-20,1.3342426381942235e-15,4.8257754752169907e-14,5.592241388044067e-14,8.307326508621335e-14
1.5426926019039367e-09,0.6762132505537521,1.7408918309182527e-13,2.170907164904324e-15,1.300318508703479e-16,1.786475910865452e-16,0.0,0.0,5.373932348408386e-10,2.506940549079464e-16,9.602716300872957e-20,4.488185792294235e-27,7.971642969251324e-20,6.2069673187762246e-46,9.590357478988357e-35,3.260662644420346e-24,7.975271881571346e-36,5.470897107863364e-13,9.267893101795732e-46,1.0938833780555697e-27,5.737523253060447e-43,2.0290318494154565e-49,8.34137490456676e-26,2.466124742336289e-36,1.3680088100861462e-24,7.843677834814596e-48,1.6970008417062207e-47,8.177137940360339e-42,2.630570476665651e-70,1.6302321487438275e-57,2.287932713491639e-23,8.19342547345861e-59,1.554326275012643e-46,7.46555024686184e-59,3.76,0.0,0.5397975341763038,0.9993945106153285,5.289843357622646e-19,1.9728361688761052e-47,8.576856357517781e-06,8.576857583226946e-06,0.0006054888467202918,4.3580712545992356e-16,5.470898865575249e-13,5.372159603131566e-10,2.8257517691738273e-13,8.54701799064054e-15,2.707455096828981e-21,3.1492811607496704e-13,9.38882510230378e-16,8.85064926911679e-20,1.407592663888822e-15,5.12861448740283e-14,5.940057226115643e-14,8.82784733208824e-14
1.5887880985200925e-09,0.6762132832521716,1.795204537410362e-13,2.271897670801773e-15,1.380238498734166e-16,1.8964341516380885e-16,0.0,0.0,5.534479090798262e-10,2.658970243054494e-16,1.0520059352511032e-19,5.1100429493297486e-27,8.731654297416307e-20,7.215320651053347e-46,1.0828055535965615e-34,3.611112824113772e-24,9.032013657162218e-36,5.814589630029109e-13,1.13943534046757e-45,1.230391977578198e-27,6.90439058764703e-43,2.5428399910310337e-49,9.237709707828118e-26,2.8656067484498208e-36,1.4974457555071825e-24,9.750551321086161e-48,2.0361246178619904e-47,9.905039187871416e-42,3.58121684086948e-70,2.0935760226016482e-57,2.5053561609363764e-23,1.045657861664247e-58,1.921283225294949e-46,9.538675769840575e-59,3.76,0.0,0.539797277886721,0.9993933077592917,5.78155413564622e-19,2.379869120418013e-47,8.833129818113678e-06,8.83313111932532e-06,0.0006066916866673242,4.534712488187353e-16,5.81459155550307e-13,5.532550715088209e-10,2.997140559786412e-13,9.029863388321914e-15,2.9572023129148243e-21,3.337179999337204e-13,9.98987675405632e-16,9.42834689620472e-20,1.482368630180329e-15,5.440717901455942e-14,6.298244887172968e-14,9.364238507713464e-14
1.6348835951362483e-09,0.6762133159505759,1.849661783721099e-13,2.374964267127243e-15,1.462608910746639e-16,2.0097774961254051e-16,0.0,0.0,5.695025448724369e-10,2.8154741881487827e-16,1.1494228876178668e-19,5.797758750877329e-27,9.538559975260954e-20,8.35099260405323e-46,1.2182614625502537e-34,3.988408738385226e-24,1.0193170752860879e-35,6.168642842572809e-13,1.3926448391679421e-45,1.3792820198781372e-27,8.266109361992014e-43,3.1672444906737894e-49,1.0202683871699807e-25,3.315302232065545e-36,1.6347475286726665e-24,1.2046546191639748e-47,2.429975217437426e-47,1.1934105850543597e-41,4.8334078439264526e-70,2.669847919750561e-57,2.7361072536142187e-23,1.3251571360672155e-58,2.3601934046919424e-46,1.2102302895219896e-58,3.76,0.0,0.5397970215972601,0.9993922427097337,6.303038896344039e-19,2.856049382483884e-47,9.089403155293789e-06,9.089404534252576e-06,0.0006077567201347999,4.710828324457498e-16,6.168644946182612e-13,5.692935678778723e-10,3.173575011249134e-13,9.524014841222703e-15,3.221837597251085e-21,3.530340977870085e-13,1.0609258128124359e-15,1.0026663158385351e-19,1.558535893732102e-15,5.762089113867551e-14,6.66679398254763e-14,9.916504619493898e-14
1.680979091752404e-09,0.6762133486489647,1.904264521935179e-13,2.4801037018072933e-15,1.5474358167781199e-16,2.126515119923505e-16,0.0,0.0,5.855571443104299e-10,2.9764523282684e-16,1.2526920508986621e-19,6.556307387087762e-27,1.0393742477778503e-19,9.625705050346025e-46,1.3661254220670863e-34,4.393838618601567e-24,1.1465822700355197e-35,6.533042396305727e-13,1.69268159993309e-45,1.5412785598430222e-27,9.848591772215204e-43,3.9221252802563135e-49,1.1239589301037769e-25,3.819796557385795e-36,1.7801350547141904e-24,1.4796806483131576e-47,2.8853934851591734e-47,1.4306373997332793e-41,6.470283551345175e-70,3.3822797093977436e-57,2.980570915475856e-23,1.6682809912579593e-58,2.882445338837382e-46,1.525358622133215e-58,3.76,0.0,0.5397967653079205,0.9993912996769466,6.855197848716075e-19,3.410771899792394e-47,9.345676369059721e-06,9.345677828008772e-06,0.000608699736830417,4.88640162766873e-16,6.53304468873301e-13,5.853314530888219e-10,3.355055121493512e-13,1.0029330234097856e-14,3.50179007881322e-21,3.7287492338677074e-13,1.124693070285459e-15,1.0645804717096329e-19,1.6360606527175867e-15,6.092731438506372e-14,7.045694133965423e-14,1.0484650227061761e-13
1.7270745883685598e-09,0.6762133813473375,1.9590137030727172e-13,2.5873129910854214e-15,1.6347253276866713e-16,2.246656257519285e-16,0.0,0.0,6.016117092489924e-10,3.1419046078639295e-16,1.3619828160456923e-19,7.390898529480359e-27,1.1298581878860892e-19,1.1051879787258867e-45,1.5271419825926041e-34,4.8287186479305705e-24,1.2857335725161693e-35,6.907774919458027e-13,2.046561691093012e-45,1.7171270709819427e-27,1.168037150165663e-42,4.830270470594432e-49,1.235178926304008e-25,4.383943788215444e-36,1.933828244744603e-24,1.8075127722686228e-47,3.409839173981219e-47,1.7068373921682433e-41,8.594562914702938e-70,4.2580422563822817e-57,3.239130933657171e-23,2.0871371333697923e-58,3.500820302480842e-46,1.9105382663107433e-58,3.76,0.0,0.5397965090187026,0.999390464662826,7.438933435473815e-19,4.054409705340972e-47,9.601949459412977e-06,9.601951000593968e-06,0.0006095347348581766,5.061424324181276e-16,6.907777411691877e-13,6.013687305677988e-10,3.5415808884511057e-13,1.0545669231074727e-14,3.797488728334634e-21,3.9323899477442045e-13,1.1902858602159988e-15,1.1285978237102752e-19,1.7149099263606716e-15,6.432648108627423e-14,7.4349349735362e-14,1.1068679865520824e-13
1.7731700849847156e-09,0.6762134140456951,2.013910277088938e-13,2.6965894029812375e-15,1.7244835931749948e-16,2.3702102022408996e-16,0.0,0.0,6.176662413294561e-10,3.3118309718784214e-16,1.4774644180238926e-19,8.306982369759724e-27,1.2254455992646114e-19,1.264265901869674e-45,1.702078412384734e-34,5.294392942971722e-24,1.4375368814952892e-35,7.292827957362382e-13,2.462121341658644e-45,1.9075934280097584e-27,1.3792795675824013e-42,5.917722039385608e-49,1.3542718341593657e-25,5.012874002609868e-36,2.0960460236204437e-24,2.1964852212606823e-47,4.011427262666069e-47,2.0271481599392048e-41,1.1332582720151865e-69,5.328799565941303e-57,3.512170001017292e-23,2.5957168500617077e-58,4.229618438506472e-46,2.378832650723548e-58,3.76,0.0,0.5397962527296062,0.9993897252888382,8.055150347267991e-19,4.798388777545452e-47,9.858222426354971e-06,9.858224052008222e-06,0.000610274092752316,5.235895900834502e-16,7.292830660698958e-13,6.174054035213089e-10,3.733152310053515e-13,1.1072893253523135e-14,4.109362358364964e-21,4.1412483426193967e-13,1.257700842973502e-15,1.1947390386319848e-19,1.795051535292996e-15,6.781842278800603e-14,7.834506143743569e-14,1.1668598045341793e-13
1.8192655816008714e-09,0.6762134467440375,2.0689551928738565e-13,2.8079304368982377e-15,1.8167168018110547e-16,2.497186306205874e-16,0.0,0.0,6.337207420022719e-10,3.486231365694733e-16,1.5993059501761478e-19,9.310254660232368e-27,1.326274049480618e-19,1.4411925888826285e-45,1.8917248111102611e-34,5.792233531555086e-24,1.6027879864030666e-35,7.688189897804979e-13,2.9480881397439146e-45,2.113463889443005e-27,1.6220223895560837e-42,7.214148523768641e-49,1.4815882381761748e-25,5.712000595502782e-36,2.267006354092867e-24,2.655981904983306e-47,4.698965034158352e-47,2.3972284193166203e-41,1.4838999934907552e-69,6.631316676550103e-57,3.800069752775727e-23,3.210129614259001e-58,5.084790779202025e-46,2.9453084857268357e-58,3.76,0.0,0.5397959964406314,0.999389070622015,8.704755536940715e-19,5.655265929539039e-47,1.0114495269887024e-05,1.011449698225159e-05,0.000610928743480867,5.409821867279152e-16,7.688192823847153e-13,6.334414749592519e-10,3.929769384232372e-13,1.161086545816802e-14,4.43783962332834e-21,4.3553096841292235e-13,1.3269349064736594e-15,1.2630247835629753e-19,1.8764540822504356e-15,7.140317026805988e-14,8.244397297434598e-14,1.2284409252255444e-13
1.876687220977917e-09,0.6762134874766809,2.1377341444159566e-13,2.949513601758808e-15,1.9350839290346622e-16,2.660162759526589e-16,0.0,0.0,6.537199584068185e-10,3.7097417273136253e-16,1.7602368635741063e-19,1.069101884697175e-26,1.4594158690079208e-19,1.688781443922718e-45,2.1497774402408533e-34,6.4595125121167224e-24,1.8287064762570434e-35,8.195099757369525e-13,3.6667073308386745e-45,2.392687961067208e-27,1.9741887502515218e-42,9.172814969727759e-49,1.6522322225267852e-25,6.689756775026052e-36,2.49253041333433e-24,3.3430817370454713e-47,5.690163539468709e-47,2.9373199903586304e-41,2.0570444365777927e-69,8.642986730104101e-57,4.1800717679274104e-23,4.151748372796675e-58,6.353873691975785e-46,3.814731357551553e-58,3.76,0.0,0.5397956771789612,0.9993883590150017,9.562053572279089e-19,6.901556522099459e-47,1.043373684285565e-05,1.0433738666367496e-05,0.0006116403304433246,5.625736034545853e-16,8.195102977531541e-13,6.534169387853066e-10,4.18175493320474e-13,1.2295852735470002e-14,4.87089997680587e-21,4.629223527067862e-13,1.4157205974441928e-15,1.3511199887181525e-19,1.9795755312626142e-15,7.599858515318762e-14,8.769422428851151e-14,1.30737688331845e-13
1.9341088603549626e-09,0.6762135282093001,2.2067465925480514e-13,3.0942932299019204e-15,2.0573134480335457e-16,2.828482627615577e-16,0.0,0.0,6.737191302381397e-10,3.940194675009115e-16,1.9316256385580375e-19,1.2228378416872808e-26,1.6011689683010846e-19,1.9693472963575565e-45,2.433542024737766e-34,7.181648001594198e-24,2.0784427170193445e-35,8.717971218440792e-13,4.530716385287925e-45,2.698672643702978e-27,2.3891056713906127e-42,1.1583246796170491e-48,1.8368998970934175e-25,7.796990913312464e-36,2.732375349143781e-24,4.179163948657606e-47,6.84970557905203e-47,3.57765979326556e-41,2.8241275417123817e-69,1.1177148466780273e-56,4.584458659758046e-23,5.327976625632142e-58,7.885238865470513e-46,4.9025233677083504e-58,3.76,0.0,0.5397953579174795,0.9993877474935194,1.0474337045192838e-18,8.373941969101828e-47,1.0752978224321562e-05,1.0752980162451303e-05,0.0006122518318732418,5.840847814274617e-16,8.717974751794942e-13,6.733914787499091e-10,4.4415702903440006e-13,1.2997051856288994e-14,5.331218662365152e-21,4.911160167795347e-13,1.5073195688367748e-15,1.4426150874096122e-19,2.084548602786883e-15,8.07381185384947e-14,9.310426053439362e-14,1.3887806613996954e-13
1.9857883357943036e-09,0.676213564868637,2.2690589458065548e-13,3.227325052367801e-15,2.1706324546966545e-16,2.9845543832139807e-16,0.0,0.0,6.917183483312082e-10,4.1535381535287877e-16,2.095086559627551e-19,1.3756359286524008e-26,1.736328177057787e-19,2.2526891022342896e-45,2.712299334527224e-34,7.880812990693895e-24,2.3250076725679243e-35,9.202188438072322e-13,5.452222235902428e-45,2.9983038700937573e-27,2.8235236078759685e-42,1.4210517301190413e-48,2.0156891404817147e-25,8.914449833293053e-36,2.9608235001128504e-24,5.080821980367998e-47,8.055435556051319e-47,4.251949633325876e-41,3.727055914683714e-69,1.3998728964468158e-56,4.969860407228022e-23,6.627317998707307e-58,9.52365535174248e-46,6.1060000077007664e-58,3.76,0.0,0.5397950705823072,0.9993872710034226,1.134386598341037e-18,9.91945607000742e-47,1.1040295303907752e-05,1.1040297348159376e-05,0.000612728303921712,6.033791057673579e-16,9.202192270094613e-13,6.913677788329671e-10,4.682098594447581e-13,1.3641782557083149e-14,5.76949537024544e-21,5.171739320062865e-13,1.5921601810279138e-15,1.5279006063239146e-19,2.1805612921862048e-15,8.512696519719654e-14,9.81097445076725e-14,1.4641547511395237e-13
2.0374678112336447e-09,0.6762136015279544,2.3315632418461493e-13,3.3629410891157062e-15,2.2870988627371897e-16,3.1449828113268987e-16,0.0,0.0,7.097175330234552e-10,4.372504968004451e-16,2.267520124107647e-19,1.543113809074737e-26,1.8788696082241228e-19,2.5677968602005714e-45,3.0145035718469063e-34,8.628818548512729e-24,2.5935995887059885e-35,9.699309187736688e-13,6.53013273683329e-45,3.322187458121149e-27,3.323128210286132e-42,1.73468418012457e-48,2.206963545526173e-25,1.0156407381598463e-35,3.2015094192070853e-24,6.146426440997773e-47,9.432927126889617e-47,5.031504317214198e-41,4.884275262159473e-69,1.7433499784806315e-56,5.376137896364395e-23,8.197346039384395e-58,1.1445435980523779e-45,7.562293010743867e-58,3.76,0.0,0.5397947832472879,0.9993868552618058,1.2260658120687895e-18,1.1701107901686068e-46,1.1327612228379762e-05,1.1327614381561619e-05,0.0006131440274886271,6.226141255317442e-16,9.699313334784695e-13,7.093433378655644e-10,4.928969037013287e-13,1.42992573361701e-14,6.2311247408117704e-21,5.43877359381668e-13,1.6792727644551453e-15,1.616001527010287e-19,2.277988958677236e-15,8.963263099094003e-14,1.0324434765098294e-13,1.5415290804750405e-13
2.0891472866729858e-09,0.6762136381872523,2.3942608093437085e-13,3.5011394563038696e-15,2.4067217038108143e-16,3.3097815597108086e-16,0.0,0.0,7.277166853461401e-10,4.597095043808416e-16,2.4491638221798695e-19,1.726283917353222e-26,2.0289856958441413e-19,2.9172745486154905e-45,3.3414539259460068e-34,9.427820982313715e-24,2.885596034188587e-35,1.0209323078246097e-12,7.786019268754407e-45,3.671593916939703e-27,3.895753199872031e-42,2.1075036354002173e-48,2.4112740543724965e-25,1.1532951367077142e-35,3.4547331387457075e-24,7.400543518291679e-47,1.1001171778921045e-46,5.92954376300811e-41,6.358284587649975e-69,2.1594413531656817e-56,5.803821331842395e-23,1.0085398074968381e-57,1.369021559898206e-45,9.316099350555609e-58,3.76,0.0,0.5397944959124215,0.9993864925312846,1.3226010019509536e-18,1.374793624559524e-46,1.1614928997738858e-05,1.1614931262658106e-05,0.0006135067399588481,6.417929140925256e-16,1.0209327557107402e-12,7.273181590318498e-10,5.182181615126579e-13,1.496929665218421e-14,6.7167095798395504e-21,5.712242560259186e-13,1.7686545420494459e-15,1.7069469759297515e-19,2.3767931181651982e-15,9.425515363551079e-14,1.0850792497596671e-13,1.6209042615595407e-13
