Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113)
5.0104033058591536e-08,0.6841036483196544,3.76,0.0,0.9253257235799266,0.9999998350010992,1.7795800530084631e-09,1.2957121783695625e-22,1.0282269114146983e-15,4.0345839260391205e-05,6.144355222791377e-07,4.985087619837973e-07,9.469291151443222e-08,1.0778428746193834e-07,2.212111275859827e-08,1.3306952572118e-15,3.0204204405098344e-17,1.500027981098478e-07,7.0946981208823265e-09,3.251308560110652e-10,5.548552202760291e-09,1.4950337360321691e-09,5.74849850865839e-09,1.2637613152392222e-10,1.2075002167796097e-14,5.993818656258134e-14,1.7008903517405464e-13,2.8576172354239896e-17,8.58466696709265e-27,3.261189412582457e-10,6.462459403854001e-27,2.7766103113350013e-21,1.2790698292490578e-15,1.5396510266786635e-23,6.1210355511265575e-21,4.1383299906039626e-19,3.188864801502066e-13,4.1679024404557603e-13,1.2258536400847293e-18,6.762806345988425e-19,1.6104593184528057e-14,6.718591957663408e-13,3.948016571550805e-13,4.509238842259386e-25,2.5659112836403096e-16,8.601141460648868e-18,2.709965197436748e-30,1.3454856050406943e-17,1.1788690330805005e-24,1.1036145577656043e-30
5.108818586777243e-08,0.6841036972363452,3.76,0.0,0.9253252976072229,0.9999998314326556,1.885224727364241e-09,1.3836461733287045e-22,1.0505547024008808e-15,4.1128184652764274e-05,6.342892253475448e-07,5.181993011459216e-07,9.95446827727086e-08,1.1200791087257451e-07,2.334375726143147e-08,1.449482721497664e-15,3.3486843405637555e-17,1.5300520914897145e-07,7.326207744765119e-09,3.385468436915213e-10,5.766968424699175e-09,1.5629373249138408e-09,5.979297344528299e-09,1.314129095662234e-10,1.2819329979635125e-14,6.413173517812533e-14,1.7562582664746584e-13,3.169598111498532e-17,9.935587152847428e-27,3.353936096738768e-10,7.604819188333215e-27,3.061466144847835e-21,1.3984173487325376e-15,1.6846702813747438e-23,6.893482251131655e-21,4.672459853282037e-19,3.3074566051398807e-13,4.345446514889118e-13,1.2914498781875256e-18,7.082026269502484e-19,1.6794674852587826e-14,7.107721494675788e-13,4.079738180197598e-13,5.033175223788236e-25,2.7655275648841065e-16,9.044518408281234e-18,3.046981765057116e-30,1.457168950719304e-17,1.3550133171708477e-24,1.2700660467213264e-30
5.207233867695333e-08,0.684103746171049,3.76,0.0,0.9253248712037457,0.9999998278510353,1.9949897673287335e-09,1.4759144108893832e-22,1.072872200433295e-15,4.191014405055066e-05,6.544186125595511e-07,5.382678931778625e-07,1.0455186600544723e-07,1.1633371557629749e-07,2.461396254294585e-08,1.5765791660998114e-15,3.7059870475799905e-17,1.5601071547775613e-07,7.559859296250457e-09,3.5223006433884313e-10,5.989856002811581e-09,1.6327728703531642e-09,6.214676585193123e-09,1.365494609083971e-10,1.359464112178564e-14,6.855146629682502e-14,1.812400805756713e-13,3.5093224398253795e-17,1.1470728546218006e-26,3.4470470879914024e-10,8.924203002359626e-27,3.3698360151563835e-21,1.5263863954837459e-15,1.8406472481906875e-23,7.74751010448374e-21,5.264280459809663e-19,3.429423828770886e-13,4.5280673854472164e-13,1.3595073592022432e-18,7.411714555331218e-19,1.750464053214554e-14,7.513406229547191e-13,4.213348857978616e-13,5.607533354846221e-25,2.97635783475161e-16,9.502181691113496e-18,3.419038226487148e-30,1.5756710620785776e-17,1.5536533481279441e-24,1.4579717929690426e-30
5.305649148613423e-08,0.6841037951240213,3.76,0.0,0.9253244443684208,0.999999824256172,2.1089589603438756e-09,1.572654060684706e-22,1.0951793501223964e-15,4.269171768276255e-05,6.748226254790512e-07,5.587143513922306e-07,1.0971660202061056e-07,1.207625781668834e-07,2.5932870013138738e-08,1.7124155739671012e-15,4.094345156664086e-17,1.590193710118101e-07,7.795597136212e-09,3.6617974105349077e-10,6.217243006069313e-09,1.7045681914688745e-09,6.454636136713177e-09,1.4178588792244674e-10,1.4401662110467037e-14,7.320621776333261e-14,1.8693150030099746e-13,3.878728861303242e-17,1.3211523096394785e-26,3.5405032951154086e-10,1.0444313249535273e-26,3.703217950964977e-21,1.6634256875186259e-15,2.008219516485528e-23,8.690132571174173e-21,5.918879533465245e-19,3.5548075286666105e-13,4.715821082514489e-13,1.4300813476807564e-18,7.752044949732995e-19,1.823471212360414e-14,7.936118383252144e-13,4.348841156240068e-13,6.236221601993839e-25,3.1987976066373517e-16,9.974329248549558e-18,3.8291062057081026e-30,1.7012617077697155e-17,1.7771918134243348e-24,1.6696440310579036e-30
5.4040644295315125e-08,0.6841038440955199,3.76,0.0,0.9253240171001628,0.9999998206479971,2.2272165668209016e-09,1.6740019291659037e-22,1.1174761836688501e-15,4.3472905776852814e-05,6.955002259347658e-07,5.795384892178048e-07,1.1504102295634668e-07,1.2529535535613903e-07,2.7301631478971648e-08,1.8574376692357075e-15,4.515873375264809e-17,1.6203122970854315e-07,8.033367101160628e-09,3.803950755362296e-10,6.449158273998025e-09,1.7783511537734295e-09,6.6991757891809705e-09,1.4712229488501498e-10,1.5241126718516603e-14,7.810503815270207e-14,1.926997924225682e-13,4.2798516816838687e-17,1.518161370545102e-26,3.634286797565655e-10,1.219169628046142e-26,4.063180722409771e-21,1.8099978985969085e-15,2.1880519688275883e-23,9.72883934469405e-21,6.64167608017174e-19,3.683648301917123e-13,4.908762200693016e-13,1.5032272878857882e-18,8.103189650191147e-19,1.8985105688091262e-14,8.376336316318024e-13,4.486207789782037e-13,6.923380407259296e-25,3.433248351738521e-16,1.0461158223429972e-17,4.2803472824195504e-30,1.8342155415676402e-17,2.0282491723414903e-24,1.9076062244411663e-30
5.502479710449602e-08,0.6841038930857982,3.76,0.0,0.9253235893978764,0.9999998170264405,2.3498474568234775e-09,1.7800985921128676e-22,1.1397626592412863e-15,4.425370855903183e-05,7.164503930897559e-07,6.007401201933212e-07,1.205272535363673e-07,1.2993288723347885e-07,2.8721407331076377e-08,2.012107109360893e-15,4.9727999620835903e-17,1.6504634554783242e-07,8.27311619343723e-09,3.9487527408452135e-10,6.6856312023406475e-09,1.8541495218974133e-09,6.948295277187745e-09,1.525587879869232e-10,1.6113776453983808e-14,8.325720632208405e-14,1.9854466631599962e-13,4.7148345896532384e-17,1.7406799348776818e-26,3.7283802421284145e-10,1.4195734898610834e-26,4.451363236667212e-21,1.9665812088341443e-15,2.3808368471402955e-23,1.0871612034815996e-20,7.438481293298867e-19,3.8159876507082196e-13,5.106945584163703e-13,1.5789999541321112e-18,8.465319487379474e-19,1.9756038125750205e-14,8.834542444741366e-13,4.625441613685206e-13,7.673397717542084e-25,3.680117295095126e-16,1.0962865066180964e-17,4.7761395087778815e-30,1.9748120282813084e-17,2.3096605844895864e-24,2.174590598807695e-30
5.600894991367692e-08,0.6841039420951116,3.76,0.0,0.9253231612604544,0.9999998133914296,2.4769369826015605e-09,1.8910837129124255e-22,1.1620388253929423e-15,4.503412625398104e-05,7.376721260328093e-07,6.22319057973061e-07,1.2617740996033608e-07,1.3467599436446585e-07,3.0193368160054845e-08,2.1769008012071447e-15,5.467456793581389e-17,1.6806477255024622e-07,8.514792861647922e-09,4.0961952190088463e-10,6.926691931566143e-09,1.9319910990469345e-09,7.201994221597654e-09,1.5809547532451488e-10,1.7020360384819913e-14,8.867221389505532e-14,2.044658397473589e-13,5.185922541531756e-17,1.9915489458844848e-26,3.822767424004606e-10,1.64892575742583e-26,4.869479957491722e-21,2.1336679625628243e-15,2.5872953431887423e-23,1.212695867831621e-20,8.315467109522822e-19,3.951866578366304e-13,5.310424617134355e-13,1.6574543444434256e-18,8.838603811917427e-19,2.0547720416971498e-14,9.311225393946887e-13,4.766535598412617e-13,8.490913905317406e-25,3.9398175750716027e-16,1.1479645427395985e-17,5.320067186225585e-30,2.1233354738792613e-17,2.624512237562759e-24,2.4735730932829213e-30
5.699310272285782e-08,0.6841039911237105,3.76,0.0,0.9253227326867808,0.9999998097428903,2.6085711464783453e-09,2.0071011439869622e-22,1.18430465151e-15,4.581415908524332e-05,7.591644401498138e-07,6.442751163191966e-07,1.3199360145885627e-07,1.3952548182171418e-07,3.171869251443381e-08,2.3523123410240067e-15,6.002298819565201e-17,1.7108656475355617e-07,8.758346618967736e-09,4.246270141154987e-10,7.172371080474409e-09,2.0119035473929657e-09,7.46027220252208e-09,1.6373246691098427e-10,1.7961635711441934e-14,9.435979189342469e-14,2.1046303647136971e-13,5.695478913988287e-17,2.273857044386077e-26,3.9174325587572925e-10,1.9108445049528434e-26,5.319319435025096e-21,2.3117666146034715e-15,2.808177475547342e-23,1.3503926278899458e-20,9.279244010609554e-19,4.091327063795562e-13,5.519253319897814e-13,1.73864468633535e-18,9.223210960183452e-19,2.136036596146709e-14,9.806877546292382e-13,4.909482816858107e-13,9.380839044251338e-25,4.212767986098874e-16,1.2011694315979709e-17,5.915955696549097e-30,2.2800749273828706e-17,2.9761314916985216e-24,2.8077644366195205e-30
5.7977255532038714e-08,0.6841040401718488,3.76,0.0,0.9253223036757283,0.9999998060807466,2.7448364872432234e-09,2.128294780283006e-22,1.2065601555531765e-15,4.6593807274967725e-05,7.809263694391684e-07,6.666081091067692e-07,1.379779293016769e-07,1.444821365943133e-07,3.329856834378528e-08,2.538851434767211e-15,6.579895259649388e-17,1.7411177622879988e-07,9.00372829295629e-09,4.398969334221158e-10,7.422699915305887e-09,2.0939145115898423e-09,7.723128708223974e-09,1.6946987466885183e-10,1.893836762777341e-14,1.0032989369100421e-13,2.1653598245490017e-13,6.245978391171012e-17,2.590988429239029e-26,4.012360792196779e-10,2.2093486974308464e-26,5.8027504934771924e-21,2.501400523287818e-15,3.0442639570782214e-23,1.501213764785354e-20,1.0336833573304956e-18,4.2344109397480273e-13,5.733484802216386e-13,1.8226252057002623e-18,9.619307996351692e-19,2.2194184424081603e-14,1.0321996901920042e-12,5.054276499052519e-13,1.0348362110024667e-24,4.499393132010677e-16,1.2559206007319642e-17,6.567863682239975e-30,2.4453242144979797e-17,3.368124937686069e-24,3.180646627504375e-30
5.896140834121961e-08,0.6841040892397756,3.76,0.0,0.92532187422616,0.9999998024049205,2.8858201142826976e-09,2.2548093433418616e-22,1.2288053766923088e-15,4.737307104399378e-05,8.02956965700618e-07,6.893178503220259e-07,1.4413248714548845e-07,1.4954672847943028e-07,3.493419250397832e-08,2.7370443872945905e-15,7.202935868859557e-17,1.7714046107556824e-07,9.250889943426121e-09,4.554284557349596e-10,7.677710289842802e-09,2.178051583172761e-09,7.990563149167278e-09,1.7530781243236916e-10,1.9951329558264648e-14,1.0659270131179192e-13,2.2268440834753615e-13,6.840012817255378e-17,2.946639941198685e-26,4.1075380602710473e-10,2.5488880652057405e-26,6.321722278207433e-21,2.703108403699329e-15,3.296366281277033e-23,1.6661816598431455e-20,1.1495697895008383e-18,4.381160127490126e-13,5.953171635095819e-13,1.9094499684382205e-18,1.0027060842643352e-18,2.3049383224009358e-14,1.0857086672489476e-12,5.200910002888637e-13,1.1398958234467036e-24,4.800123350132865e-16,1.3122374063784525e-17,7.280096354726923e-30,2.6193818979367258e-17,3.80439211171495e-24,3.595986889819339e-30
5.99455611504005e-08,0.6841041383277414,3.76,0.0,0.9253214443369291,0.9999997987153327,3.0316097197020827e-09,2.386790404064017e-22,1.2510403691955992e-15,4.815195061188497e-05,8.252552981900285e-07,7.12404154061746e-07,1.5045936118205512e-07,1.5472001045508744e-07,3.6626770551166576e-08,2.947434434503572e-15,7.874234954550969e-17,1.801726734203729e-07,9.499784829732911e-09,4.712207517143347e-10,7.937434619692528e-09,2.264342288600867e-09,8.262574862425246e-09,1.8124639594843228e-10,2.100130334109303e-14,1.1315862799434076e-13,2.289080524895289e-13,7.48029510794687e-17,3.3448437570578215e-26,4.202951045142179e-10,2.9343796287488695e-26,6.87826564042618e-21,2.917444534624147e-15,3.5653272367077664e-23,1.8463815418278838e-20,1.276376056429937e-18,4.531616683231502e-13,6.178365933209734e-13,1.999172858339535e-18,1.0446634335866359e-18,2.3926167868506023e-14,1.1412655208783108e-12,5.34937678454008e-13,1.253839763600672e-24,5.115394677334754e-16,1.3701391348864218e-17,8.057216805436639e-30,2.8025512516290425e-17,4.289143460410301e-24,4.057855503528579e-30
6.09297139595814e-08,0.6841041874359938,3.76,0.0,0.9253210140068788,0.9999997950119021,3.1822936456908242e-09,2.5243862296990586e-22,1.2732651510721045e-15,4.893044619709051e-05,8.47820452082445e-07,7.358668345300575e-07,1.5696063079718422e-07,1.600027203766686e-07,3.837751579942253e-08,3.170582489449927e-15,8.596741564072527e-17,1.8320846740735867e-07,9.750367252792537e-09,4.872729983118054e-10,8.20190576884093e-09,2.352814018440081e-09,8.539163139819161e-09,1.872857428810649e-10,2.2089079560011308e-14,1.2003833081168476e-13,2.352066573470147e-13,8.169668469680514e-17,3.7899783373309103e-26,4.2985868945528555e-10,3.3712317998918083e-26,7.474496101847969e-21,3.144979611693315e-15,3.85202207242021e-23,2.042963788439493e-20,1.414945220496792e-18,4.685823260758436e-13,6.409120157090713e-13,2.0918472347123244e-18,1.0878192532981267e-18,2.4824745162426384e-14,1.1989215137809633e-12,5.49967041528339e-13,1.3772765942051575e-24,5.445648726230365e-16,1.4296450100606406e-17,8.904067549628303e-30,2.995140201617682e-17,4.826908587529413e-24,4.57063378673149e-30
6.19138667687623e-08,0.6841042365647811,3.76,0.0,0.9253205832348436,0.9999997912945461,3.33796084884212e-09,2.6677462516842604e-22,1.2954797433849415e-15,4.970855801686951e-05,8.706515291374288e-07,7.597057060399083e-07,1.6363836828573374e-07,1.6539558022458474e-07,4.018764974091759e-08,3.407067142485283e-15,9.373538766430597e-17,1.862478972033141e-07,1.000259262947063e-08,5.035843714361431e-10,8.47115709826404e-09,2.443494066560518e-09,8.820327211575136e-09,1.9342597280916059e-10,2.321545761316123e-14,1.2724270510356778e-13,2.415799675599045e-13,8.911106256521481e-17,4.2868061205720654e-26,4.394433384937721e-10,3.865401317391497e-26,8.112618985007205e-21,3.386300418624072e-15,4.157360170558239e-23,2.257147355544113e-20,1.5661714229148514e-18,4.843822756851733e-13,6.645486581044974e-13,2.1875261965911065e-18,1.132189860536262e-18,2.5745321084420588e-14,1.2587283995668242e-12,5.651784604814573e-13,1.5108479767983066e-24,5.791332735174704e-16,1.4907741902145904e-17,9.825775974783955e-30,3.197461328844528e-17,5.422565407896287e-24,5.1390421024025166e-30
6.28980195779432e-08,0.6841042857143491,3.76,0.0,0.9253201520196488,0.9999997875631802,3.49870093729002e-09,2.817021897315433e-22,1.3176841566760046e-15,5.0486286287384645e-05,8.93747646777896e-07,7.839205830112113e-07,1.704946392468787e-07,1.7089929711164502e-07,4.205840148744133e-08,3.657485208508972e-15,1.0207851364537093e-16,1.8929101699268754e-07,1.025641740111755e-08,5.201540514624495e-10,8.745222397361318e-09,2.5364095922865327e-09,9.106066260744028e-09,1.9966720722882364e-10,2.438124597889243e-14,1.3478289342136674e-13,2.480277331252192e-13,9.707719062396052e-17,4.840492642825587e-26,4.490478777703806e-10,4.423429402448385e-26,8.794929561060103e-21,3.6420103675230715e-15,4.4822852059866533e-23,2.490222456478818e-20,1.731003672927823e-18,5.005658449633308e-13,6.887517692046052e-13,2.286262450167186e-18,1.177791511225623e-18,2.6688102405633838e-14,1.3207383872277695e-12,5.805713164699451e-13,1.6552296808995384e-24,6.152899489050167e-16,1.5535457706939687e-17,1.0827774352722367e-29,3.40983182143718e-17,6.081354030185913e-24,5.768153924017678e-30
6.388217238712409e-08,0.6841043348849442,3.76,0.0,0.9253197203601101,0.9999997838177184,3.6646041183742395e-09,2.9723646235186303e-22,1.3398784326181286e-15,5.126363122358745e-05,9.171079391258834e-07,8.085112799730783e-07,1.775315021400288e-07,1.7651456212165282e-07,4.399100841803096e-08,3.922451609362567e-15,1.1103043220787736e-16,1.9233788098475119e-07,1.0511799145981465e-08,5.369812133749053e-10,9.024135960456294e-09,2.631587676577801e-09,9.396379400443235e-09,2.0600956955020208e-10,2.558726224112114e-14,1.4267027581769436e-13,2.5454971092359237e-13,1.0562752932275781e-16,5.456653627260061e-26,4.586712046282446e-10,5.0525130367968313e-26,9.523815864989479e-21,3.912728961175452e-15,4.8277760066165256e-23,2.7435544745335904e-20,1.9104454675345885e-18,5.171373602926904e-13,7.135265454200252e-13,2.38810863744241e-18,1.2246403732671847e-18,2.765329373968791e-14,1.385004221478668e-12,5.961450004688808e-13,1.8111322540177843e-24,6.530807395220606e-16,1.6179787803397753e-17,1.1915801020847413e-29,3.632573492147674e-17,6.808912887645571e-24,6.463431274028397e-30
6.486632519630499e-08,0.6841043840768103,3.76,0.0,0.9253192882550343,0.9999997800580734,3.835761264907818e-09,3.133927711604388e-22,1.3620626061906408e-15,5.204059303938041e-05,9.407315554398119e-07,8.334776115606238e-07,1.8475100895514076e-07,1.822420520277682e-07,4.59867152252069e-08,4.202600145222936e-15,1.2062628537176875e-16,1.95388543404588e-07,1.0768696420861354e-08,5.540650374517349e-10,9.307932470952077e-09,2.729055253288464e-09,9.691265700664991e-09,2.1245318510168826e-10,2.6834333435723926e-14,1.5091648494647004e-13,2.611456607513219e-13,1.1479599522102287e-16,6.141367651076419e-26,4.68312260886915e-10,5.760535499602603e-26,1.0301760209820925e-20,4.199092687467449e-15,5.194847206760611e-23,3.018586388885292e-20,2.1055600945134875e-18,5.34101181973363e-13,7.388782069058192e-13,2.4931170448966487e-18,1.272752566350852e-18,2.8641100602094926e-14,1.4515791077667672e-12,6.118989152802947e-13,1.979302692161133e-24,6.92552034557377e-16,1.6840921887150316e-17,1.3095921703793122e-29,3.866012708472198e-17,7.61128679765061e-24,7.230732977665387e-30
6.585047800548589e-08,0.6841044332901921,3.76,0.0,0.925318855703219,0.9999997762841564,4.012263866940591e-09,3.301864557672555e-22,1.3842367307548156e-15,5.281717194751056e-05,9.646176610880949e-07,8.588193925170384e-07,1.921552047948922e-07,1.8808242820462762e-07,4.8046774521360294e-08,4.4985834062566e-15,1.3090269205256512e-16,1.9844305849949729e-07,1.1027068865343919e-08,5.714047008450555e-10,9.596647074037662e-09,2.828839159931535e-09,9.990724168277105e-09,2.189981811272462e-10,2.812329608368834e-14,1.5953339512385329e-13,2.678153451946667e-13,1.24617943692766e-16,6.901229123981026e-26,4.779700527877474e-10,6.556148279714457e-26,1.1131344335220491e-20,4.5017544992111425e-15,5.584550895632504e-23,3.3168430126473715e-20,2.3174702058946366e-18,5.514616781743462e-13,7.648119325112978e-13,2.6013398612561072e-18,1.322144127121592e-18,2.9651726781838614e-14,1.520516776721367e-12,6.278324765558918e-13,2.1605258919496444e-24,7.337507790883237e-16,1.7519049013700434e-17,1.43745325970833e-29,4.1104804158856885e-17,8.494967266294979e-24,8.076353692186164e-30
6.683463081466678e-08,0.684104482525331,3.76,0.0,0.9253184227034544,0.9999997724958769,4.194204115064413e-09,3.476330934611342e-22,1.4064008387072216e-15,5.359336815977325e-05,9.887654355798612e-07,8.845364376895704e-07,1.9974612871957488e-07,1.9403633879259635e-07,5.017244563752729e-08,4.811073689837342e-15,1.418978885095677e-16,2.0150148052776452e-07,1.1286877002719018e-08,5.889993907058585e-10,9.890315230329896e-09,2.930966051711458e-09,1.0294753780268e-08,2.2564468679148988e-10,2.9454996594340207e-14,1.685331428195454e-13,2.745585324951925e-13,1.3513029405813544e-16,7.743355654967391e-26,4.876436178550493e-10,7.44879709803299e-26,1.2015249239669025e-20,4.821384951764114e-15,5.997976799810877e-23,3.63993319372514e-20,2.5473644330497e-18,5.692232633707108e-13,7.913329551509169e-13,2.7128288315030905e-18,1.3728310660918977e-18,3.068537819570607e-14,1.591871394309239e-12,6.439451084381995e-13,2.3556262531696546e-24,7.767244569691524e-16,1.8214357668987604e-17,1.5758393851793976e-29,4.366312048984902e-17,9.466895226393892e-24,9.007027131733827e-30
