Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218)
5.560238674644863e-06,0.0899522662038167,3.76,0.0,0.8220038210894512,0.999954622357246,6.137465436769601e-06,2.318832976634141e-25,3.043709496692386e-19,8.860481501053721e-06,5.277585018835612e-06,3.131607763290979e-05,3.564742939216596e-07,8.423242612483034e-05,3.743498505442841e-05,4.2583171107775676e-05,2.897142582080185e-07,1.8182544422808908e-07,6.260568457243464e-12,4.058388351832694e-06,1.6335947576334914e-11,2.2599247436040807e-08,6.528043852370614e-07,8.267196927369946e-12,8.135044440252107e-10,1.1131567461775178e-08,2.620170685912387e-11,2.725663286690706e-13,1.0949489259529771e-20,1.467860304180019e-17,6.556352473712764e-12,2.371219707014988e-18,8.434800868575887e-11,5.162918858942649e-10,8.756034067694698e-11,1.3242005640717582e-20,1.0838971651080345e-13
5.688148143908076e-06,0.08995230093176458,3.76,0.0,0.8220002074354964,0.9999530247026794,6.387808581800203e-06,2.3465780700957377e-25,3.050167830529655e-19,8.86899212867694e-06,5.328503394944056e-06,3.22296429159258e-05,3.599738103064132e-07,8.732014642750705e-05,3.865413021182343e-05,4.415121957995464e-05,2.925186182156196e-07,1.8200546363997331e-07,6.617211888896639e-12,4.2974124616782895e-06,1.7698519062502506e-11,2.3012853464744424e-08,6.748559550650512e-07,8.695975658579097e-12,8.738293418790565e-10,1.1240245658629097e-08,2.7727969688628217e-11,2.752456571656039e-13,1.1974803958482641e-20,1.6190715380858303e-17,6.6246091466286246e-12,2.5155548913004885e-18,8.997893209665083e-11,5.312310460080033e-10,9.511094774010319e-11,1.40655321959462e-20,1.1250931243064756e-13
5.816057613171288e-06,0.08995233594160329,3.76,0.0,0.8219965643131709,0.999951413040859,6.642723672253635e-06,2.37404751235903e-25,3.0563688822169414e-19,8.87650540002643e-06,5.379041875222486e-06,3.314408238141574e-05,3.6344704211743864e-07,9.04377067966822e-05,3.9877625662283204e-05,4.573452902838764e-05,2.9530125741484287e-07,1.821644513883229e-07,6.985474972647956e-12,4.543746557945167e-06,1.9138031704649804e-11,2.3432049620584314e-08,6.971067937651213e-07,9.136973372854951e-12,9.371321703344866e-10,1.1348082373723716e-08,2.9303181847590576e-11,2.7790752599453626e-13,1.3068952751169728e-20,1.7816616857358662e-17,6.692612152934251e-12,2.6647580344200967e-18,9.581902281911126e-11,5.461879361450523e-10,1.0309581883296237e-10,1.4917512118090895e-20,1.1666332336002054e-13
5.943967082434501e-06,0.08995237123216257,3.76,0.0,0.8219928918401276,0.9999497874769722,6.9022735220234716e-06,2.401293424010622e-25,3.0623464826547327e-19,8.883118820311291e-06,5.429272755313772e-06,3.405929856499139e-05,3.6689890901172844e-07,9.358491281776219e-05,4.110532558939861e-05,4.7332995361172276e-05,2.980662279651934e-07,1.8230446305365353e-07,7.365549300978904e-12,4.79739419753098e-06,2.0656991213916546e-11,2.3857089604210216e-08,7.195555089355092e-07,9.590380856934392e-12,1.0034964084460128e-09,1.1455232925233583e-08,3.092810894011573e-11,2.805557168599322e-13,1.423508739345887e-20,1.9562227548662093e-17,6.760456047303729e-12,2.8188902914591636e-18,1.0186996761976617e-10,5.611622184025872e-10,1.1152876726288134e-10,1.579826966200062e-20,1.2085157849448658e-13
6.071876551697713e-06,0.08995240680262434,3.76,0.0,0.821989190101027,0.9999481480966844,7.166523597391189e-06,2.428363549463068e-25,3.0681313280795527e-19,8.888920416512631e-06,5.479261551130409e-06,3.497520353711213e-05,3.703338695719041e-07,9.676161021713018e-05,4.2337103676396994e-05,4.894653499364417e-05,3.0081720210115784e-07,1.8242735439971465e-07,7.757631313304154e-12,5.058358149072626e-06,2.2257945687094185e-11,2.4288203319027072e-08,7.422008729273665e-07,1.005639451711363e-11,1.0730069269994162e-09,1.1561838079496634e-08,3.2603543033180404e-11,2.8319366390174607e-13,1.5476468155982106e-20,2.1433687798007848e-17,6.8282272283088265e-12,2.978012661359503e-18,1.0813344588783517e-10,5.761537775163567e-10,1.204238243731085e-10,1.6708128007879317e-20,1.2507398221635387e-13
6.199786020960926e-06,0.08995244265248972,3.76,0.0,0.8219854591506257,0.9999464949679792,7.435541768410186e-06,2.455301867463021e-25,3.073751339470089e-19,8.893989657513769e-06,5.529067627737446e-06,3.589171797709847e-05,3.737559640193229e-07,9.996768110806182e-05,4.357285121012434e-05,5.057508292540256e-05,3.035575073299429e-07,1.825348007710688e-07,8.161922150650801e-12,5.326640524263194e-06,2.3943486650317568e-11,2.472559911692816e-08,7.650418092052329e-07,1.053521610597628e-11,1.1457500204211993e-09,1.166802539869418e-08,3.433030137737952e-11,2.858244861667432e-13,1.6796467010777195e-20,2.3437365098650765e-17,6.8960047193736855e-12,3.1421903373683504e-18,1.1461113308596298e-10,5.91162686294259e-10,1.297952467678467e-10,1.764742861356918e-20,1.2933050480954325e-13
6.327695490224138e-06,0.08995247878154916,3.76,0.0,0.821981699016577,0.9999448281428247,7.709398083836494e-06,2.4821490788628176e-25,3.079231900378861e-19,8.898398285281094e-06,5.578744773070422e-06,3.680877033671616e-05,3.7716885318194326e-07,0.00010320304058541503,4.48124753616977e-05,5.221859099588208e-05,3.062901585503858e-07,1.8262831461547128e-07,8.578627521955419e-12,5.602242896170838e-06,2.5716250074954147e-11,2.516946584944252e-08,7.880773799004281e-07,1.102705247958719e-11,1.221813437399064e-09,1.1773910470576484e-08,3.610922525795721e-11,2.8845101699399056e-13,1.819857089386128e-20,2.5579861050474765e-17,6.96386085538709e-12,3.3114894736708927e-18,1.2130470376811906e-10,6.061891783276107e-10,1.396575231962297e-10,1.861651698000197e-20,1.3362117416813145e-13
6.455604959487351e-06,0.08995251518985518,3.76,0.0,0.8219779097019659,0.9999431476586896,7.988164567521506e-06,2.508942358225393e-25,3.0845960688217815e-19,8.902211065566628e-06,5.628341720840468e-06,3.772629608480329e-05,3.805758540217008e-07,0.00010646763363822815,4.605589762811572e-05,5.387702630267563e-05,3.0901788733447696e-07,1.8270926130966153e-07,9.007957592890026e-12,5.885166405781164e-06,2.7578917368890792e-11,2.561997473753402e-08,8.113067744548454e-07,1.1532115377707217e-11,1.301286410390441e-09,1.1879598029289771e-08,3.794117896499654e-11,2.91075830784066e-13,1.968638503932578e-20,2.786801839864963e-17,7.031861907362617e-12,3.485974892165248e-18,1.2821583421166509e-10,6.21233624766829e-10,1.5002538113147166e-10,1.961573266864053e-20,1.3794606852108888e-13
6.5835144287505635e-06,0.08995255187769775,3.76,0.0,0.821974091187604,0.9999414535399103,8.271915034377316e-06,2.5357159945388015e-25,3.0898648763477195e-19,8.90548646570603e-06,5.677902626691343e-06,3.8644237025313044e-05,3.839799719980443e-07,0.00010976143235219735,4.730305242056951e-05,5.5550369768268456e-05,3.1174316859640994e-07,1.8277887344822997e-07,9.450126890474404e-12,6.175411857861594e-06,2.9534216346568654e-11,2.6077281070963017e-08,8.347292992657969e-07,1.2050621237431048e-11,1.3842596841691435e-09,1.1985182976560176e-08,3.9827048876041856e-11,2.9370126767894654e-13,2.1263636234866214e-20,3.0308928162521844e-17,7.100068683997767e-12,3.665716150716773e-18,1.3534620470662983e-10,6.362965101855354e-10,1.609137930782213e-10,2.0645436225021894e-20,1.4230530995435752e-13
6.711423898013776e-06,0.08995258884558203,3.76,0.0,0.8219702434341054,0.9999397457989349,8.560724924165463e-06,2.5625020358870843e-25,3.0950574985087953e-19,8.908277266532593e-06,5.727467501310579e-06,3.95625406817036e-05,3.87383930503921e-07,0.00011308443337621919,4.855388578632424e-05,5.723861484198427e-05,3.144682448552431e-07,1.828382637435525e-07,9.905354215076352e-12,6.472979807161928e-06,3.158492218096209e-11,2.6541525755803953e-08,8.583443682378405e-07,1.2582791036225275e-11,1.4708255435626863e-09,1.2090751310949554e-08,4.176774264649921e-11,2.963294557522494e-13,2.2934176153507737e-20,3.2909936865879893e-17,7.168537050415289e-12,3.8507842566797906e-18,1.4269750154133779e-10,6.513784133440652e-10,1.7233798263825727e-10,2.1705994634527787e-20,1.4669905861422717e-13
6.839333367276989e-06,0.08995262609420827,3.76,0.0,0.821966366383765,0.9999380244374456,8.854671151490605e-06,2.5893296174595966e-25,3.100191374901131e-19,8.910631114884082e-06,5.777072603954455e-06,4.04811597411527e-05,3.907901976136814e-07,0.00011643665562905484,4.980835425199455e-05,5.8941766324890037e-05,3.1719514828403475e-07,1.828884366733517e-07,1.0373862568501238e-11,6.777870635887924e-06,3.373385834009174e-11,2.7012836722585913e-08,8.821514941593344e-07,1.31288501489717e-11,1.5610778405212146e-09,1.2196380971941247e-08,4.3764188499055964e-11,2.9896233106465586e-13,2.47019848139684e-20,3.567865388178634e-17,7.237318388480713e-12,4.04124735815052e-18,1.5027141871976435e-10,6.664799928460462e-10,1.8431343036291809e-10,2.279776240797438e-20,1.5112750763146504e-13
6.967242836540201e-06,0.08995266362445348,3.76,0.0,0.8219624599622559,0.9999362894473761,9.153831970509977e-06,2.616225613598203e-25,3.105282470404911e-19,8.912591022543613e-06,5.826750799710561e-06,4.1400051552714764e-05,3.942010103778413e-07,0.00011981813822399603,5.106642377697667e-05,6.065983930633629e-05,3.1992572072974246e-07,1.8293029899903045e-07,1.0855879097374263e-11,7.090084623300093e-06,3.5983897510635177e-11,2.749133020169898e-08,9.06150280835623e-07,1.3689028225708414e-11,1.6551120206287875e-09,1.2302142606424645e-08,4.581733460403946e-11,3.016016562868913e-13,2.6571173976537847e-20,3.862295889898429e-17,7.306460059746081e-12,4.2371788909281295e-18,1.5806965944237942e-10,6.816019710863761e-10,1.968558794191081e-10,2.3921117702421414e-20,1.5559087867928182e-13
7.095152305803414e-06,0.08995270143735486,3.76,0.0,0.8219585240801662,0.999934540811832,9.458286852992382e-06,2.6432156522631655e-25,3.110345405580473e-19,8.914195816810564e-06,5.876531883658995e-06,4.2319177674186384e-05,3.976183968659508e-07,0.0001232289385913198,5.2328068806782305e-05,6.23928582017895e-05,3.226616318799986e-07,1.829646692643091e-07,1.1351635041848748e-11,7.409622008203541e-06,3.8337962511209296e-11,2.7977111881155576e-08,9.303404159083662e-07,1.4263559096792228e-11,1.7530251491615158e-09,1.2408100264687764e-08,4.792814854500873e-11,3.042490373425697e-13,2.8545990603206384e-20,4.175100951613392e-17,7.376005797055288e-12,4.438654747328876e-18,1.660939373789148e-10,6.967451204348581e-10,2.0998134109375048e-10,2.5076449712325453e-20,1.6008941802081562e-13
7.223061775066626e-06,0.089952739534095,3.76,0.0,0.8219545586343849,0.9999327785059221,9.768116378487595e-06,2.6703228563102083e-25,3.1153934919134455e-19,8.9154805473513e-06,5.926442874856851e-06,4.323850346299616e-05,4.010441961534144e-07,0.00012666913078017712,5.3593271416967616e-05,6.414085588255735e-05,3.2540439574087404e-07,1.8299228637218954e-07,1.186136569439927e-11,7.736483045017107e-06,4.079902719737824e-11,2.8470277959795808e-08,9.547216642980097e-07,1.4852680689479063e-11,1.8549159367986871e-09,1.2514312031429812e-08,5.0097616861263485e-11,3.0690593825805704e-13,3.0630820497574747e-20,4.5071248975285124e-17,7.445996034003811e-12,4.645746010508876e-18,1.7434597775832705e-10,7.119102548065686e-10,2.237061001593824e-10,2.6264126662035996e-20,1.6462339303516242e-13
7.350971244329839e-06,0.08995277791598832,3.76,0.0,0.8219505635093571,0.9999310024975124,1.008340213548698e-05,2.697568411441622e-25,3.120438970292846e-19,8.916476853543501e-06,5.976508282816339e-06,4.415799770687336e-05,4.0448007644794024e-07,0.000130138803923235,5.4862020539199936e-05,6.590387288885909e-05,3.2815538557459484e-07,1.8301381732908484e-07,1.238531037188781e-11,8.070668054045433e-06,4.337011736022277e-11,2.8970916099737648e-08,9.792938622214024e-07,1.5456634953160342e-11,1.960884765067822e-09,1.2620830597533971e-08,5.232674465892676e-11,3.0957369516226643e-13,3.283019189487083e-20,4.859241404202302e-17,7.516468262429872e-12,4.8585294815115234e-18,1.8282751829858395e-10,7.270982198661319e-10,2.3804672012136744e-10,2.748454249243799e-20,1.691930892172319e-13
7.478880713593051e-06,0.08995281658446896,3.76,0.0,0.8219465385782168,0.9999292127479055,1.04042266325476e-05,2.724973296021681e-25,3.125493127713296e-19,8.917213296150681e-06,6.026750348923276e-06,4.50776322904304e-05,4.0792755151437435e-07,0.0001336380608488536,5.6134311261751726e-05,6.768195671845232e-05,3.3091584743327125e-07,1.830298642369922e-07,1.2923712392137625e-11,8.412177466521062e-06,4.6054311620398545e-11,2.947910628816102e-08,1.0040569117332719e-06,1.60756678065848e-11,2.0710337115883897e-09,1.2727703778603062e-08,5.461655528597778e-11,3.1225352876044846e-13,3.514877909128195e-20,5.232354303691099e-17,7.58745733214209e-12,5.077086155427595e-18,1.9154030999662007e-10,7.423098829504492e-10,2.5302004836518633e-10,2.8738109948373413e-20,1.73798807550759e-13
7.606790182856264e-06,0.08995285554107961,3.76,0.0,0.8219424837038106,0.9999274092124558,1.0730673218438515e-05,2.752556251357049e-25,3.130566248616779e-19,8.917715656802277e-06,6.0771892650521446e-06,4.599738189415843e-05,4.113879955406357e-07,0.00013716701682690009,5.7410144197383635e-05,6.947516118370216e-05,3.3368691241519897e-07,1.8304097060696886e-07,1.3476819056361661e-11,8.761011864931554e-06,4.8854742319313994e-11,2.999492162130511e-08,1.0290107757400743e-06,1.67100290983544e-11,2.185466575189295e-09,1.2834974984595539e-08,5.696809006579826e-11,3.149465551960359e-13,3.759140630550005e-20,5.627398402877557e-17,7.658995676103257e-12,5.301489789286792e-18,2.0048611779645915e-10,7.575461281897021e-10,2.686432212207023e-10,3.00252101177523e-20,1.7844086219397325e-13
7.734699652119476e-06,0.08995289478746173,3.76,0.0,0.8219383987396204,0.9999255918411251,1.1062826010460536e-05,2.780334019987115e-25,3.1356678379506336e-19,8.918007208408077e-06,6.127843371461802e-06,4.691722372268352e-05,4.1486265660007556e-07,0.0001407257984355451,5.868952491220954e-05,7.128354583060533e-05,3.364696077606266e-07,1.8304762705987407e-07,1.4044881642438084e-11,9.11717201909637e-06,5.1774596408788125e-11,3.051842901330923e-08,1.0541554734496957e-06,1.7359972568875154e-11,2.304288900965518e-09,1.2942683644483698e-08,5.938240808195722e-11,3.176537965471576e-13,4.016305151143211e-20,6.045340319700879e-17,7.731113587379287e-12,5.531819951575623e-18,2.096667211513379e-10,7.72807851432347e-10,2.8493366895887494e-10,3.1346250358342017e-20,1.831195784866408e-13
7.862609121382689e-06,0.08995293432534639,3.76,0.0,0.8219342835306005,0.999923760578986,1.1400769830166412e-05,2.8083243122038988e-25,3.1408067522165216e-19,8.91810895932136e-06,6.17872933588669e-06,4.78371372594485e-05,4.183526688414949e-07,0.0001443145425375592,5.997246340973419e-05,7.310717541388768e-05,3.3926486689359366e-07,1.8305027647370554e-07,1.462815540210718e-11,9.480658918412416e-06,5.481711634059329e-11,3.104968983515257e-08,1.0794910762211896e-06,1.802575582573191e-11,2.427608005315125e-09,1.3050865590874847e-08,6.186058600959723e-11,3.203761902238758e-13,4.286885026553499e-20,6.487179336439257e-17,7.803839456520752e-12,5.76816314026486e-18,2.1908391449396133e-10,7.880959529256028e-10,3.0190912073480346e-10,3.2701668975915005e-20,1.8783529124011336e-13
7.990518590645901e-06,0.08995297415654639,3.76,0.0,0.8219301379139297,0.9999219153666742,1.1744590145774193e-05,2.8365428449025267e-25,3.1459910638522836e-19,8.91803987379027e-06,6.229862315567648e-06,4.875710404526205e-05,4.2185906351051876e-07,0.00014793339535570506,6.125897366480514e-05,7.494611942285193e-05,3.4207353850743485e-07,1.8304931863106446e-07,1.5226899561096955e-11,9.851473800645969e-06,5.7985600957122503e-11,3.1588760495832866e-08,1.1050177037735712e-06,1.8707640334135977e-11,2.555533001002399e-09,1.315955340840264e-08,6.44037179897696e-11,3.2311459678634567e-13,4.571409981874086e-20,6.953948270978051e-17,7.877199912789983e-12,6.0105956938114564e-18,2.2873950762741645e-10,8.034113342323316e-10,3.1958760948950066e-10,3.409185968839411e-20,1.925883432443963e-13
8.118428059909114e-06,0.08995301428294868,3.76,0.0,0.8219259617196906,0.9999200561407989,1.2094373020640275e-05,2.8650027487040393e-25,3.1512282675562824e-19,8.917817070995635e-06,6.281256103806449e-06,4.967710747839955e-05,4.2538277891842134e-07,0.00015158251163779272,6.254907320270796e-05,7.680045165313934e-05,3.4489639478312285e-07,1.8304511441519845e-07,1.58413773280065e-11,1.02296181776126e-05,6.128340638418739e-11,3.213569296887537e-08,1.1307355207247933e-06,1.940589140731301e-11,2.688174822298032e-09,1.3268776748351128e-08,6.701291554126148e-11,3.258698077876273e-13,4.870426323776689e-20,7.44671436697432e-17,7.951220037815323e-12,6.259199190824256e-18,2.386353260477079e-10,8.187548965384584e-10,3.379874768215794e-10,3.551724008687427e-20,1.9737908398030572e-13
8.246337529172327e-06,0.08995305470650793,3.76,0.0,0.8219217547714859,0.9999181828343128,1.2450205067217682e-05,2.893719508613911e-25,3.1565254573099455e-19,8.91745600475482e-06,6.3329232624882635e-06,5.0597132634161395e-05,4.2892466946551433e-07,0.0001552620539028334,6.38427827190769e-05,7.867024982001594e-05,3.477341388211145e-07,1.8303798959846273e-07,1.6471855906656065e-11,1.061509385805383e-05,6.471394692696478e-11,3.269053526506768e-08,1.1566447334367865e-06,2.0120778201613685e-11,2.825646250226404e-09,1.3378562613096673e-08,6.968930750581302e-11,3.2864255295972767e-13,5.184497345106374e-20,7.966580202837821e-17,8.02592356589437e-12,6.5140661972196385e-18,2.487732112076533e-10,8.341275356173806e-10,3.571273778388818e-10,3.697827669171009e-20,2.0220786853274355e-13
8.374246998435539e-06,0.08995309542924056,3.76,0.0,0.8219175168869901,0.9999162953768468,1.2812173405969734e-05,2.922707029805216e-25,3.1618890990934776e-19,8.916970625769504e-06,6.384875241890727e-06,5.151716610199702e-05,4.32485513794228e-07,0.00015897219176052495,6.514012573669898e-05,8.055559520921008e-05,3.5058741136023596e-07,1.830282382627832e-07,1.7118606509126476e-11,1.1007902967989246e-05,6.828069597001483e-11,3.3253331861598985e-08,1.1827455871343451e-06,2.0852573725846658e-11,2.9680619379443165e-09,1.3488935613876238e-08,7.243404002437261e-11,3.314335057139094e-13,5.514203762436775e-20,8.514684620190896e-17,8.101332957022875e-12,6.775275773612488e-18,2.5915502073070256e-10,8.495301393873872e-10,3.7702628599901114e-10,3.847537656050426e-20,2.0707505666231905e-13
8.502156467698752e-06,0.0899531364532192,3.76,0.0,0.8219132478784512,0.9999143936950123,1.318036562876364e-05,2.951975309944563e-25,3.1673252086057007e-19,8.91637352811076e-06,6.437122488980624e-06,5.243719583848912e-05,4.360660221542312e-07,0.0001627131012970296,6.644112829565754e-05,8.245657236169534e-05,3.534567968511955e-07,1.830161258878252e-07,1.778190437605501e-11,1.1408047968795573e-05,7.198718688212145e-11,3.382412409239059e-08,1.2090383632733118e-06,2.160155485291634e-11,3.115538436287945e-09,1.3599918203525362e-08,7.524827654064455e-11,3.342432889444647e-13,5.860144161895602e-20,9.092203673006547e-17,8.17746955716685e-12,7.04291050670061e-18,2.6978262858209766e-10,8.649635883728884e-10,3.9770349794685294e-10,4.0008963175252704e-20,2.1198101200669882e-13
