Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56)
2.1674195158215794e-08,0.17949383010467204,3.76,0.0,0.6594314677140583,0.9999963577701857,1.7619359952207654e-07,3.689287662226239e-07,2.5289009621042846e-07,0.002694550816131702,0.0026947214850193144,3.5922811640898225e-11,3.1500009223239843e-06,9.951643252201407e-08,8.184244917007048e-08,2.0097613377648142e-08,3.327575990788301e-06,1.737575395369467e-09,2.9947566970761603e-07,3.1613912169169727e-06,6.426516464587248e-06,2.7315338814855623e-07,4.397895891434227e-09,4.901382627917777e-09,1.5352966657093962e-08,6.333028254416878e-08,1.197479862731702e-12,3.7350591470685255e-13,1.870003729303606e-10,7.141891154683052e-12,2.7934224468291093e-18,2.9773627721975944e-10,1.0655843459464e-12,8.036204480391109e-14,1.4075849569017886e-16,4.129731447167879e-17,4.836011600512834e-06,2.5770557566674466e-08,4.5344917134103395e-06,1.9714609441407945e-12,2.886616028868407e-17,9.349429595562326e-15,4.5883991679648394e-08,1.0043957140890047e-17,1.2197607596500885e-15,1.271738511250531e-10,7.507951549338343e-19,2.892702173080959e-18
2.2175397398246393e-08,0.17949590007220145,3.76,0.0,0.6593689007481361,0.9999962620417406,1.8853566074628997e-07,3.856868070928751e-07,2.637831491530629e-07,0.0027567260042142172,0.0027569047165702304,3.675487888870052e-11,3.3120099181309547e-06,1.0313940977864784e-07,8.65409660616885e-08,2.1794399552458878e-08,3.4066364865836965e-06,1.8190508417119711e-09,3.0659392060966893e-07,3.2516085229072148e-06,6.685048953307477e-06,2.779769820262487e-07,4.613859750557069e-09,5.144638896872108e-09,1.632931965571842e-08,6.540888088179084e-08,1.3053159662802588e-12,4.146562961874141e-13,1.9154095951268226e-10,7.60691936452365e-12,3.105638046703524e-18,3.104677703687961e-10,1.1597836171751075e-12,8.917409878349108e-14,1.5462725620562873e-16,4.593082438583579e-17,4.9459272649849885e-06,2.6965885901716975e-08,4.630788481698914e-06,2.0924478670819493e-12,3.0757624584957606e-17,9.971514758981867e-15,4.8015270269743323e-08,1.0972397921270292e-17,1.3633156862617793e-15,1.3019256779940565e-10,8.146976927390226e-19,3.2101220447419006e-18
2.2676599638276992e-08,0.17949797003012344,3.76,0.0,0.6593063341170106,0.9999961656962941,2.0140121617599326e-07,4.0279456952080697e-07,2.7484129156101625e-07,0.002818895105789526,0.002819082050074977,3.7586864717913235e-11,3.478540974738599e-06,1.0679209327453845e-07,9.137343792138279e-08,2.3587129156142907e-08,3.4858271502225437e-06,1.9024120023932565e-09,3.137700761771385e-07,3.3425846623503604e-06,6.94905889280869e-06,2.8283931604032207e-07,4.835740140950462e-09,5.394387976254001e-09,1.7342064593206933e-08,6.75053963710041e-08,1.4203164409613275e-12,4.593174707254896e-13,1.96118637027196e-10,8.092060947261616e-12,3.4448580525582035e-18,3.234913011306377e-10,1.260193301454343e-12,9.873925078428727e-14,1.695162403626685e-16,5.0969162054953263e-17,5.055757424893374e-06,2.818783770778887e-08,4.726720811848325e-06,2.21832528535191e-12,3.273136790400458e-17,1.0618109478400268e-14,5.019422777857356e-08,1.1966858093596252e-17,1.5196553507009264e-15,1.3320166858298637e-10,8.82667220598706e-19,3.555026763137762e-18
2.317780187830759e-08,0.17950003997991856,3.76,0.0,0.6592437677759119,0.9999960687276847,2.147980243377453e-07,4.2025065183454355e-07,2.8606227190460936e-07,0.0028810581206958,0.002881253485622638,3.841876912764571e-11,3.64962998714293e-06,1.104733060268446e-07,9.633904398903814e-08,2.5478487562779097e-08,3.5651503846984204e-06,1.9876609171254263e-09,3.2100434265461544e-07,3.4343255632823474e-06,7.2185905547391625e-06,2.877405991149576e-07,5.063600894313294e-09,5.6506753401464404e-09,1.8391592729569974e-08,6.961995147407889e-08,1.5428031675621392e-12,5.077083457662981e-13,2.0073353306849493e-10,8.597800609907192e-12,3.8127877499777475e-18,3.3680897834138826e-10,1.3670971190181494e-12,1.0910504457424802e-13,1.8547784704413942e-16,5.64384178168947e-17,5.165502146846195e-06,2.9436382060359047e-08,4.822290130293369e-06,2.3492042506907662e-12,3.478938232820718e-17,1.1289533267322449e-14,5.242081843416032e-08,1.3030809601712463e-17,1.6895656876788312e-15,1.3620119174596952e-10,9.548865628978416e-19,3.929228373350289e-18
2.367900411833819e-08,0.1795021099230731,3.76,0.0,0.659181201679887,0.9999959711297706,2.2873373807544516e-07,4.380536579826951e-07,2.9744398446377536e-07,0.00294321504876442,0.0029434190232985277,3.9250592116947854e-11,3.825313123221831e-06,1.1418191714894618e-07,1.0143690874004269e-07,2.747114310084309e-08,3.644608587825352e-06,2.0747996940130808e-09,3.2829693040159375e-07,3.526837033183687e-06,7.49368839532543e-06,2.926810394755671e-07,5.297506774276414e-09,5.913546860705648e-09,1.947828699291917e-08,7.175267209918334e-08,1.6731065288281674e-12,5.600569320763467e-13,2.0538577815501373e-10,9.124627719271797e-12,4.211204117484019e-18,3.504229178728786e-10,1.480786839916564e-12,1.2032106685915827e-13,2.0256622088237967e-16,6.236582363132535e-17,5.275161497373042e-06,3.071148806405535e-08,4.917497857886688e-06,2.4851969467601365e-12,3.693367914300394e-17,1.1986103721506761e-14,5.469499651608353e-08,1.4167854638043508e-17,1.87386006488878e-15,1.3919117591882736e-10,1.0315439513647524e-18,4.334626247475001e-18
2.418020635836879e-08,0.179504179861079,3.76,0.0,0.6591186357837966,0.9999958728964288,2.4321591138076325e-07,4.562021975117111e-07,3.089844625137672e-07,0.003005365889819955,0.0030055786631841635,4.00823336848102e-11,4.005626818021173e-06,1.1791684004463231e-07,1.0666610579732002e-07,2.9567745995888736e-08,3.7242041515039784e-06,2.1638305094004508e-09,3.3564805364288265e-07,3.6201247666070513e-06,7.774397057152906e-06,2.976608446429628e-07,5.537523458978124e-09,6.183048807157802e-09,2.0602522386752404e-08,7.390368671314729e-08,1.8115655296132987e-12,6.166005601999834e-13,2.1007550554111358e-10,9.67303634126683e-12,4.641957542545263e-18,3.6433524283092954e-10,1.6015624102690683e-12,1.324389996574042e-13,2.2083728989565007e-16,6.87797827315203e-17,5.384735542925171e-06,3.20131248526564e-08,5.012345409922721e-06,2.6264166953152805e-12,3.916628900023491e-17,1.2708136858346423e-14,5.701671635524418e-08,1.5381729083976954e-17,2.073379555089873e-15,1.4217165999642693e-10,1.112833124088167e-18,4.773210053236582e-18
2.4681408598399388e-08,0.17950624979543392,3.76,0.0,0.6590560700423143,0.9999957740215543,2.5825200590105395e-07,4.746948855433314e-07,3.20681871736118e-07,0.003067510643680126,0.003067732405357252,4.091399383016419e-11,4.190607768398971e-06,1.2167703067306002e-07,1.1202566165483056e-07,3.17709273897621e-08,3.803939461040143e-06,2.25475560769968e-09,3.430579302420942e-07,3.7141943523182538e-06,8.06076137082174e-06,3.026802214399931e-07,5.783717524644767e-09,6.459227845198868e-09,2.1764666381731726e-08,7.607312560662614e-08,1.9585279192403072e-12,6.775860994826017e-13,2.1480285104767375e-10,1.024352528093372e-11,5.106973557737347e-18,3.7854808374371857e-10,1.7297320800438906e-12,1.4551267334899163e-13,2.4034880361274005e-16,7.570989965723914e-17,5.494224349875794e-06,3.3341261589084106e-08,5.106834196161532e-06,2.7729779623315866e-12,4.148926208457934e-17,1.3455947430792871e-14,5.938593233362472e-08,1.6676306015835386e-17,2.288993208166582e-15,1.4514268306405178e-10,1.1989534258305436e-18,5.247062794436349e-18
2.5182610838429987e-08,0.17950831972764117,3.76,0.0,0.6589935044099251,0.9999956744990608,2.7384939713573345e-07,4.935303427521349e-07,3.3253450386446695e-07,0.003129649310155776,0.003129880249891672,4.1745572551882356e-11,4.380292928004589e-06,1.2546148588168784e-07,1.1751455922070417e-07,3.408329843262098e-08,3.883816894513324e-06,2.347577301201686e-09,3.505267814954165e-07,3.8090512799898233e-06,8.352826356493496e-06,3.0773937600828307e-07,6.03615643011461e-09,6.742131036783551e-09,2.2965079292573637e-08,7.826112028753894e-08,2.1143503160553224e-12,7.432701797131095e-13,2.1956795290842666e-10,1.0836598123196029e-11,5.608254597476395e-18,3.9306357874125244e-10,1.8656125323817768e-12,1.5959812040659899e-13,2.611603716918687e-16,8.318701067302465e-17,5.603627984520357e-06,3.469586746539643e-08,5.200965620852497e-06,2.9249963640862045e-12,4.3904668283048085e-17,1.4229849217765995e-14,6.180259888404823e-08,1.8055599277440196e-17,2.521598323527507e-15,1.4810428433944846e-10,1.290109909650367e-18,5.7583639246618784e-18
2.6185015318491188e-08,0.17951245959165552,3.76,0.0,0.658868373289417,0.999995473486959,3.0675717537559855e-07,5.322240750300031e-07,3.5669919819774785e-07,0.003253908380162304,0.0032541582463207473,4.3408485719607725e-11,4.773924946242202e-06,1.3309937248003585e-07,1.288761128261946e-07,3.9045949305530354e-08,4.04400760610863e-06,2.5389200610882475e-09,3.6564230923921586e-07,4.001148660814627e-06,8.954239380730559e-06,3.1797783976444055e-07,6.560042924294585e-09,7.3283001119240485e-09,2.5482119468473238e-08,8.269330645934217e-08,2.4540467177041024e-12,8.898106399156533e-13,2.292119898942165e-10,1.209253400595636e-11,6.728016739695057e-18,4.2301112252299656e-10,2.161815473980948e-12,1.9103980396307908e-13,3.0693164678296073e-16,9.99119048997072e-17,5.822180001685967e-06,3.748436355154844e-08,5.388161975175838e-06,3.24587282455052e-12,4.9021159127719926e-17,1.585717827453842e-14,6.677810168506517e-08,2.1085116083680094e-17,3.041515028094089e-15,1.5399937881091253e-10,1.4883807987565587e-18,6.902530812906743e-18
2.708717935054627e-08,0.17951618547712547,3.76,0.0,0.6587557551935496,0.9999952903005099,3.3836623987747933e-07,5.682069801761308e-07,3.789635181960171e-07,0.0033657207222735543,0.0033659882738447167,4.490482908921531e-11,5.144657974868617e-06,1.400471735670611e-07,1.39532879399208e-07,4.391152121998342e-08,4.188688999674666e-06,2.717639479682154e-09,3.7945026154070107e-07,4.176782270552773e-06,9.515462973850647e-06,3.273305520354176e-07,7.053592441573787e-09,7.879329136978814e-09,2.788181600083241e-08,8.674706330273445e-08,2.793838416708528e-12,1.0405484074328724e-12,2.3802218138734377e-10,1.3305264558795326e-11,7.881555343184101e-18,4.5102060016565496e-10,2.4581232910334453e-12,2.2340672858317784e-13,3.532094643699698e-16,1.171706960837795e-16,6.018586191342006e-06,4.008422601853298e-08,5.555430493004996e-06,3.5545086669043668e-12,5.396329680579523e-17,1.7414143400997584e-14,7.141787906481363e-08,2.4144690343231444e-17,3.577140644530868e-15,1.592731360606565e-10,1.6862259761129044e-18,8.084308011376712e-18
2.798934338260135e-08,0.17951991137928613,3.76,0.0,0.658643136734552,0.9999951049219106,3.719052653608777e-07,6.052792576297417e-07,4.017093342519893e-07,0.003477513337999469,0.003477799193991296,4.6400908626035e-11,5.531218614075158e-06,1.4705969690353307e-07,1.5059124230906433e-07,4.917048064057362e-08,4.333867471302238e-06,2.902542906716257e-09,3.9345287193590693e-07,4.355048340119573e-06,1.0095865707295119e-05,3.368153217312825e-07,7.568463243314708e-09,8.452894492799028e-09,3.04108172686944e-08,9.086299790441359e-08,3.1683016637523223e-12,1.2109706779557621e-12,2.4695694999462183e-10,1.459922163685556e-11,9.187439651756893e-18,4.800442940814197e-10,2.7847385541766745e-12,2.600296943458629e-13,4.0471571774426085e-16,1.3674091102455737e-16,6.214717450228646e-06,4.2769370704651615e-08,5.721562748913248e-06,3.8826769008418e-12,5.92380277261118e-17,1.9060505810169197e-14,7.621068993532232e-08,2.7547995068001652e-17,4.183093566381009e-15,1.6451697884961723e-10,1.903849295993688e-18,9.426066638123087e-18
2.8891507414656433e-08,0.17952363730711873,3.76,0.0,0.6585305176400102,0.9999949173162747,4.0741486361985324e-07,6.434330610225429e-07,4.249304918314082e-07,0.003589286225983965,0.0035895910070503825,4.7896724321385743e-11,5.933831106812131e-06,1.5413237348465716e-07,1.6204410134170907e-07,5.4837236955557924e-08,4.4795565615925204e-06,3.0936462516487984e-09,4.076515337404842e-07,4.535976048442931e-06,1.069571716731242e-05,3.4643333007961964e-07,8.105078922082223e-09,9.04928507377617e-09,3.307101059954655e-08,9.504187370937153e-08,3.5798541522788195e-12,1.4029572546844653e-12,2.5601717328263133e-10,1.597752060998181e-11,1.0660367940049808e-17,5.100949697753073e-10,3.143830714839165e-12,3.0132244524261356e-13,4.61870586447995e-16,1.5885107820086185e-16,6.410574162205921e-06,4.553961899072479e-08,5.8865667363009704e-06,4.231094182969219e-12,6.48581593071097e-17,2.0798091131801757e-14,8.11562703551777e-08,3.1324025052688654e-17,4.865664612952174e-15,1.6973113663889926e-10,2.1426669151994195e-18,1.0944443234734601e-17
2.9793671446711514e-08,0.1795273632696684,3.76,0.0,0.6584178976354439,0.9999947274488761,4.4493514107773477e-07,6.826606005196754e-07,4.486217356195099e-07,0.003701039384796164,0.0037013637132701812,4.939227616598363e-11,6.352722087015194e-06,1.6126095138469106e-07,1.7388412679135377e-07,6.092593888443402e-08,4.625769699657305e-06,3.290966116724247e-09,4.2204766492286256e-07,4.719593946175037e-06,1.1315289027889783e-05,3.561857536989865e-07,8.663871371246104e-09,9.668794035333522e-09,3.586423370881236e-08,9.92844457763834e-08,4.031017362511596e-12,1.6185090543153952e-12,2.652037457462864e-10,1.7443330520957807e-11,1.2315993546528738e-17,5.411854845867012e-10,3.537668627109621e-12,3.477263752392274e-13,5.251170375800435e-16,1.8374522237541604e-16,6.606156710339573e-06,4.839479256302198e-08,6.050450392566234e-06,4.600489720078436e-12,7.083672035039252e-17,2.2628731432558292e-14,8.625435689734462e-08,3.5503562181715884e-17,5.631463366346241e-15,1.7491583852564776e-10,2.4041634916770787e-18,1.2657362455940355e-17
3.0695835478766596e-08,0.1795310892760434,3.76,0.0,0.6583052764442882,0.9999945352851415,4.845057729388632e-07,7.229541424114969e-07,4.7277862877559194e-07,0.0038127728129297503,0.0038131173128568546,5.088756414994566e-11,6.7881205267357e-06,1.6844147371247053e-07,1.8610380182681303e-07,6.745046694817299e-08,4.772520197742929e-06,3.4945197914460566e-09,4.3664270628588775e-07,4.905930029711105e-06,1.1954855069728186e-05,3.660737653311967e-07,9.24528061085475e-09,1.0311718842915515e-08,3.8792279754602026e-08,1.0359145940041512e-07,4.5244192742327425e-12,1.8597527822690415e-12,2.7451757748056933e-10,1.8999874973506443e-11,1.417096190210627e-17,5.733287901386814e-10,3.968623267514837e-12,3.9971166612444515e-13,5.949216453988305e-16,2.1168350862470703e-16,6.8014654769061115e-06,5.133471341320634e-08,6.2132215995323875e-06,4.991605380062487e-12,7.718696474238255e-17,2.4554267927789082e-14,9.150468664464227e-08,4.0119255111525214e-17,6.487423641653275e-15,1.8007131310219186e-10,2.6898943369024538e-18,1.4584109636757133e-17
3.1597999510821674e-08,0.17953481533541701,3.76,0.0,0.6581926537878775,0.9999943407906419,5.261660705765837e-07,7.643060087085546e-07,4.97397479172978e-07,0.00392448650880232,0.003924851805974175,5.23825882627936e-11,7.240257689458202e-06,1.7567025811623856e-07,1.9869546093426225e-07,7.442442741369225e-08,4.919821246855185e-06,3.704325246825548e-09,4.5143811989545865e-07,5.095011807941227e-06,1.2614691198147671e-05,3.7609853456873886e-07,9.849754630906477e-09,1.097836132922893e-08,4.185690205453579e-08,1.0796364946750377e-07,5.062797150119421e-12,2.128945715870594e-12,2.839595930346582e-10,2.0650433043624878e-11,1.6242948410050456e-17,6.065379346771355e-10,4.439170513856532e-12,4.577784518851673e-13,6.717754302761947e-16,2.429429013609129e-16,6.996500843397804e-06,5.4359203838296265e-08,6.374888183871962e-06,5.405195802530943e-12,8.39223752551932e-17,2.6576553186286695e-14,9.690699718526684e-08,4.520570162859594e-17,7.440809066455947e-15,1.851977883612065e-10,3.0014876178866103e-18,1.6745406454677797e-17
3.250016354287675e-08,0.17953854145702713,3.76,0.0,0.6580800293854294,0.9999941439310837,5.699550428678035e-07,8.067085767396544e-07,5.224752719824989e-07,0.004036180470754735,0.0040365671927431665,5.3877348493458536e-11,7.709367088924288e-06,1.8294387770205222e-07,2.1165132481151495e-07,8.186114755244407e-08,5.067685913276357e-06,3.9204011294555875e-09,4.664353877213646e-07,5.286866362608659e-06,1.3295075460113666e-05,3.8626122857153413e-07,1.0477749249949069e-08,1.1669027758838931e-08,4.5059818494406483e-08,1.1240174036887949e-07,5.649000388475827e-12,2.42848059605698e-12,2.9353073042298585e-10,2.239834021410667e-11,1.8550697181672754e-17,6.408260653185064e-10,4.951893982988566e-12,5.224580095597297e-13,7.561947174536568e-16,2.778178383128523e-16,7.191263190527594e-06,5.746808644064377e-08,6.535457917527159e-06,5.842028509296273e-12,9.105666744554667e-17,2.86974531044646e-14,1.0246102660837035e-07,5.079953370048274e-17,8.499218787502822e-15,1.9029549163946127e-10,3.3406466103427324e-18,1.9163489734491e-17
3.340232757493183e-08,0.17954226765017717,3.76,0.0,0.6579674029540287,0.9999939446723008,6.159114518005438e-07,8.501542787530701e-07,5.48009608355139e-07,0.004147854697050456,0.0041482634732417705,5.5371844830285406e-11,8.19568445312895e-06,1.9025914331138104e-07,2.2496353187809467e-07,8.97736721350868e-08,5.2161271359213505e-06,4.142766755441117e-09,4.816360104692324e-07,5.481520402734152e-06,1.3996288060509278e-05,3.9656301276941653e-07,1.1129727988150795e-08,1.2384028899696504e-08,4.840271564068991e-08,1.1690644634100564e-07,6.285993446147074e-12,2.760890632342623e-12,3.0323194027724184e-10,2.4246989332616346e-11,2.1114060665842804e-17,6.762064302181501e-10,5.509487929536149e-12,5.943139776360823e-13,8.487220162309766e-16,3.166209200764618e-16,7.385752898233958e-06,6.066118412793035e-08,6.694938518126895e-06,6.3028840148136215e-12,9.860379365339667e-17,3.091884865241816e-14,1.081665134997029e-07,5.693950533811659e-17,9.670593314344891e-15,1.953646495857892e-10,3.709152003277893e-18,2.1862193561643757e-17
3.430449160698691e-08,0.17954599392423654,3.76,0.0,0.6578547742086136,0.9999937429802452,6.640738630057822e-07,8.946356015208237e-07,5.739986496540751e-07,0.004259509185874878,0.004259940647504477,5.686607726103702e-11,8.699447692842726e-06,1.9761308703168627e-07,2.386241667520778e-07,9.817476101115479e-08,5.36515772443022e-06,4.3714421042333724e-09,4.970415065673956e-07,5.679000313957643e-06,1.4718611377855885e-05,4.070050515394935e-07,1.1806161953057527e-08,1.3123680100768134e-08,5.188725258460243e-08,1.2147847203044182e-07,6.976858830557077e-12,3.1288546225904727e-12,3.130641851110994e-10,2.6199831593172067e-11,2.3954040184521976e-17,7.126923806783039e-10,6.114760205794537e-12,6.739436022160143e-13,9.499269199658908e-16,3.5968361535892737e-16,7.579970345685687e-06,6.393832011318018e-08,6.853337649400584e-06,6.788555936715604e-12,1.0657794710002871e-16,3.324263730413989e-14,1.1402319693732593e-07,6.366658330979221e-17,1.0963220513050071e-14,2.0040548813425195e-10,4.108864255033609e-18,2.486703478473189e-17
