Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886)
2.2976823652362353e-05,0.2818933721534342,3.76,0.0,0.0028860911420738643,0.5976987825651348,0.3372111723149931,0.043638804446517035,0.0002498866714323298,0.04845272909899047,0.26531619525994676,5.718296987229908e-11,0.45893730245269226,6.920950900114181e-07,6.650547723992904e-05,0.3507552518822126,0.001973826486065524,0.00020696599128128214,6.219702326193676e-05,0.0008207846130339582,0.31263069432843743,7.395859957798843e-05,3.8024290652319094e-05,0.007241071535850643,0.02330073545648136,0.00013704895690145499,8.983105568435012e-05,0.0007735840881822396,5.322153908718823e-08,0.04639563111848132,4.66574014190169e-09,0.0007906861119115912,8.300381688434252e-05,0.00019643908768809677,5.382052228488685e-06,1.1091987315301053e-07,0.006113354575703921,0.017881112451119133,0.004160663606515173,0.01838283523869763,2.8164175922830795e-08,2.9610954099849586e-10,0.02601521854155639,0.0014688586058594696,1.598579623107171e-06,1.4918564750563834e-06,6.938069273306432e-06,0.013652786858367382,1.4470514075256355e-05,2.035414249822153e-11,3.665448617376781e-09,0.019201254704662326,2.7585173809265087e-05,2.8028155550202503e-06,0.008407531306013544,3.0678898499987455e-08,2.543650852924147e-12,2.3855756059886095e-07,1.667234993193207e-05,3.515384189499041e-06,0.00011818684312539433,1.8301112751853095e-07,5.966267402327736e-08,0.0028460294831134008,3.0136985864731096e-07,0.0009622888910430496,9.571456972287241e-05,0.0013281554802761647,2.3982986719563217e-06,1.511170722886886e-11,4.224512748891067e-12,6.263117914638208e-08,9.038822043620636e-08,0.00044210825170215725,1.8261250711284308e-08,2.7170360504130344e-09,0.00028029301275026307,5.264368339437467e-09,2.309522766805083e-08,9.553070942047197e-06,1.0586165429068284e-06,6.703690012538755e-06,2.5981285829402956e-10,1.4048197179654706e-07,1.9762952132872956e-05,0.0004048149276512249,5.715503153853127e-10,3.7764106921306644e-10,2.4162971072637284e-08,8.754872425452204e-08,2.7564783720787946e-11,2.6990035096522398e-06,3.263924888829218e-11,1.1899988510670392e-07,3.6186283613261215e-05,6.532686474395293e-10,9.332257175501054e-05,6.798039420928661e-08,1.310639935172771e-09
2.301166813713034e-05,0.28190573122237267,3.76,0.0,0.002872815206064122,0.5974387962576926,0.3373817197270583,0.04367739217126469,0.0002497685735833689,0.0484364159962907,0.2654948807574142,5.7156207773206225e-11,0.45893379971581005,6.92075658756725e-07,6.646050261499492e-05,0.3511125956429969,0.0019723270168617957,0.00020671830038312207,6.213686244656558e-05,0.0008205543933837467,0.3124453642801481,7.38892839291975e-05,3.800669869508123e-05,0.00723791713396727,0.02331351952190459,0.00013697392884647337,8.977994049469193e-05,0.0007728164466052064,5.3144601137995364e-08,0.04637772685067264,4.6588783504871124e-09,0.0007894957339396071,8.295005454989335e-05,0.00019621741636995766,5.375130399737829e-06,1.1074164811420627e-07,0.0061111321308685365,0.017864835940071946,0.00416007679502043,0.01838123613111327,2.815325541180085e-08,2.9586329061318534e-10,0.026021467949348818,0.0014685461263663517,1.5987951194960176e-06,1.4904650745710829e-06,6.939730049671943e-06,0.013670704183652922,1.4485019918036537e-05,2.033609593477179e-11,3.6611113168236683e-09,0.019218940758452454,2.760714070664046e-05,2.804737256505363e-06,0.008410970380968481,3.069147069289997e-08,2.5395638377141387e-12,2.385367199352964e-07,1.6665998623693335e-05,3.5157862981027903e-06,0.00011816451706898561,1.8286881697484828e-07,5.962725966672521e-08,0.002847196766712323,3.01223966406295e-07,0.0009625072706949939,9.56412093717537e-05,0.001326781602372652,2.3974109727776293e-06,1.5098875522881963e-11,4.220926566322883e-12,6.257728850066145e-08,9.035153387466188e-08,0.00044276433786537023,1.825245687087234e-08,2.7207525448568736e-09,0.0002806935088395275,5.259571164295663e-09,2.3111232986804678e-08,9.560968784855582e-06,1.0579602883074556e-06,6.6968697114176475e-06,2.594544026613422e-10,1.404456211425793e-07,1.977377904290788e-05,0.0004054174129277167,5.724009933322159e-10,3.7786924231540104e-10,2.414864546311316e-08,8.764885913601317e-08,2.7604855464035236e-11,2.6971366358349098e-06,3.2617318141123626e-11,1.1906596224908091e-07,3.6206835694387286e-05,6.536349128865913e-10,9.337217353648877e-05,6.801567160012155e-08,1.3113287013041297e-09
2.3046512621898325e-05,0.2819180768433965,3.76,0.0,0.002859607510036058,0.5971790369167702,0.33755213235502024,0.043715942569580425,0.00024965084962787795,0.04842010621973983,0.2656733759450688,5.712950163129667e-11,0.45893026463032166,6.920564097747366e-07,6.641561501157211e-05,0.35146963110320617,0.0019708303012870064,0.00020647121802806046,6.207687629129272e-05,0.0008203253907355127,0.31226020028435486,7.382016172911893e-05,3.7989157361835807e-05,0.00723476229861189,0.023326291821976628,0.00013689907727804814,8.972896586360293e-05,0.0007720505086381787,5.306788665349569e-08,0.04635979414454047,4.6520334445215505e-09,0.0007883101316615308,8.289643218551567e-05,0.00019599629529570337,5.368226984536044e-06,1.1056390534972336e-07,0.006108914791716741,0.01784858433781899,0.0041594914922078174,0.018379625335204805,2.814231855611164e-08,2.9561758709043885e-10,0.0260276908380897,0.001468234573100089,1.5990108589715413e-06,1.4890767443273964e-06,6.941390331237524e-06,0.013688605889052751,1.4499519655022665e-05,2.0318090159072816e-11,3.6567836094307823e-09,0.019236616131617278,2.7629080493210163e-05,2.8066567460958576e-06,0.008414406032162595,3.070403033584716e-08,2.535487881429936e-12,2.3851600372875544e-07,1.6659663392411277e-05,3.5161890796566633e-06,0.00011814222456986065,1.8272672171010106e-07,5.959190799614986e-08,0.0028483605635870007,3.010786156758308e-07,0.0009627248781326372,9.556798798230029e-05,0.001325410361709091,2.396525828011722e-06,1.5086072914633178e-11,4.217348486865934e-12,6.252351953626465e-08,9.031498283269083e-08,0.00044341994323876966,1.8243701321971284e-08,2.7244664935984223e-09,0.0002810937875176184,5.2547861514096856e-09,2.3127231523424738e-08,9.568866472726246e-06,1.0573050578719876e-06,6.690067633043769e-06,2.5909689023662635e-10,1.4040929421853178e-07,1.978456118067216e-05,0.00040601938375948337,5.732509449267013e-10,3.780975685212042e-10,2.4134332695225217e-08,8.77489625744522e-08,2.7644927507200244e-11,2.6952732822046954e-06,3.259541565668487e-11,1.1913193192114641e-07,3.622735478098257e-05,6.540005889460163e-10,9.342167850560764e-05,6.80508812686835e-08,1.312016130373193e-09
2.308135710666631e-05,0.28193040905167704,3.76,0.0,0.0028464676710331653,0.596919504008198,0.337722410557557,0.04375445570179526,0.00024953349743567286,0.048403799813840936,0.2658516812716823,5.7102851179489637e-11,0.45892669737935476,6.920373417394668e-07,6.637081401740771e-05,0.3518263588256094,0.00196933632843594,0.0002062247414251382,6.201706387458867e-05,0.0008200975980014624,0.3120752021178882,7.375123197506213e-05,3.7971666393873256e-05,0.0072316070413040836,0.023339052388576042,0.00013682440127787957,8.967813104131295e-05,0.0007712862665819905,5.2991394469616514e-08,0.046341833164963875,4.645205350803189e-09,0.0007871292716518803,8.284294906378544e-05,0.000195775721810011,5.361341884578471e-06,1.1038664260548793e-07,0.0061067025311142345,0.017832357640491153,0.004158907687939275,0.018378002915583613,2.813136545033656e-08,2.9537242781174017e-10,0.026033887285850533,0.0014679239414263888,1.599226837960103e-06,1.48769146985253e-06,6.943050112019517e-06,0.01370649198793552,1.4514013276571064e-05,2.0300124979232472e-11,3.6524654540200454e-09,0.019254280848935285,2.7650993192612715e-05,2.808574024549887e-06,0.00841783827001236,3.071657746716914e-08,2.5314229323761547e-12,2.384954110982646e-07,1.6653344145029593e-05,3.5165925271756217e-06,0.0001181199653279157,1.8258484091629834e-07,5.955661864541785e-08,0.002849520883828729,3.009338035093618e-07,0.000962941715966779,9.549490509288431e-05,0.0013240417534016024,2.3956432971868523e-06,1.5073298920224912e-11,4.213778350388798e-12,6.246986980160788e-08,9.027856663022901e-08,0.0004440750677779317,1.8234982436333963e-08,2.7281778943974777e-09,0.00028149384902417254,5.250013255838081e-09,2.3143223257483212e-08,9.57676399457669e-06,1.0566508470336718e-06,6.683283682471571e-06,2.5874031755070767e-10,1.4037299101591003e-07,1.9795298672780785e-05,0.0004066208400075349,5.741001699724213e-10,3.783260465405528e-10,2.4120032751689887e-08,8.78490344578537e-08,2.76849998387737e-11,2.6934134338636312e-06,3.257354136476341e-11,1.191977945630588e-07,3.624784100756915e-05,6.543656780167458e-10,9.347108710922803e-05,6.808602352292914e-08,1.3127022284967095e-09
2.3116201591434298e-05,0.28194272788305014,3.76,0.0,0.002833395308753398,0.5966601970007144,0.3378925546911836,0.04379293162790892,0.00024941651489476796,0.04838749682274963,0.2660297971841562,5.707625613766784e-11,0.4589230981447703,6.920184533653246e-07,6.63260992213824e-05,0.35218277937071335,0.0019678450874752442,0.00020597886780464002,6.195742426682204e-05,0.0008198710082075995,0.31189036955818994,7.36824936558726e-05,3.795422553283031e-05,0.007228451373483736,0.02335180125340854,0.00013674989993430554,8.962743528374853e-05,0.0007705237127924643,5.2915123451656626e-08,0.04632384407585548,4.638393996857379e-09,0.0007859531208062865,8.278960446272518e-05,0.0001955556932780533,5.354475002425598e-06,1.1020985765178701e-07,0.006104495322111854,0.017816155843530947,0.004158325372137299,0.01837636893645999,2.812039618842411e-08,2.951278101800744e-10,0.026040057370323468,0.0014676142267392436,1.5994430529047243e-06,1.4863092368074457e-06,6.9447093861541445e-06,0.013724362493639205,1.452850076934713e-05,2.0282200203801848e-11,3.648156809730096e-09,0.01927193493504707,2.7672878828454317e-05,2.8104890925979212e-06,0.008421267104863068,3.07291121249432e-08,2.5273689394314778e-12,2.384749411679278e-07,1.664704078789269e-05,3.516996632972558e-06,0.00011809773904451079,1.8244317379157082e-07,5.9521391254739974e-08,0.002850677737477874,3.0078952767637493e-07,0.0009631577867986929,9.542196024433676e-05,0.0013226757725684998,2.3947634310353856e-06,1.5060553386867245e-11,4.210216181619429e-12,6.241634011113983e-08,9.024228459549941e-08,0.0004447297114396312,1.8226299297615925e-08,2.7318867459261623e-09,0.00028189369359671383,5.24525243298171e-09,2.31592081739219e-08,9.584661339199644e-06,1.0559976512617012e-06,6.676517765589531e-06,2.5838468116008695e-10,1.403367115229155e-07,1.9805991645539623e-05,0.0004072217815355211,5.749486682767878e-10,3.7855467529733435e-10,2.4105745615270352e-08,8.794907466614982e-08,2.772507244719567e-11,2.6915570760260983e-06,3.2551695194721136e-11,1.192635506119506e-07,3.626829450774987e-05,6.547301824815024e-10,9.3520399790789e-05,6.812109866846389e-08,1.3133870017480318e-09
2.3151046076202284e-05,0.2819550333725051,3.76,0.0,0.0028203900449046966,0.596401115365059,0.3380625651108176,0.04383137040767168,0.0002492998998991017,0.048371197290367034,0.2662077241280153,5.7049716207773356e-11,0.45891946710746556,6.919997433211963e-07,6.628147021486684e-05,0.35253889329738314,0.001966356567630146,0.00020573359441239194,6.189795652007573e-05,0.0008196456147270452,0.3117057023831232,7.361394574214394e-05,3.7936834522484845e-05,0.007225295306532071,0.023364538448052308,0.00013667557233859,8.957687784776584e-05,0.0007697628396689068,5.283907248300648e-08,0.046305827040398366,4.631599310631101e-09,0.0007847816462547276,8.273639766219111e-05,0.00019533620707939343,5.347626241271415e-06,1.1003354827082263e-07,0.006102293137911906,0.01779997894187521,0.004157744534785806,0.018374723461742105,2.810941086386685e-08,2.948837316096636e-10,0.026046201168913867,0.0014673054244572154,1.5996595002876792e-06,1.484930030938661e-06,6.9463681523659764e-06,0.013742217419464466,1.4542982127164842e-05,2.026431564196735e-11,3.6438576359518448e-09,0.019289578414629777,2.7694737424365525e-05,2.812401951024489e-06,0.008424692547007248,3.074163434705282e-08,2.523325851754222e-12,2.384545930833855e-07,1.6640753228623764e-05,3.517401390165109e-06,0.00011807554542379226,1.823017195387052e-07,5.948622549201758e-08,0.0028518311345355207,3.0064578443784207e-07,0.0009633730932217307,9.534915298026398e-05,0.001321312414328619,2.3938861296524403e-06,1.504783657930958e-11,4.206662105241608e-12,6.236293254510042e-08,9.020613606899214e-08,0.0004453838741810231,1.8217653361633692e-08,2.7355930485541737e-09,0.0002822933214711644,5.240503638457424e-09,2.3175186273816497e-08,9.592558495607408e-06,1.0553454660488516e-06,6.6697697887487426e-06,2.580299776375544e-10,1.4030045572957202e-07,1.9816640225003225e-05,0.00040782220820842295,5.757964396491581e-10,3.7878345420903366e-10,2.409147126876163e-08,8.804908318684362e-08,2.7765145320955158e-11,2.689704193977246e-06,3.2529877074671225e-11,1.193292005027152e-07,3.628871541438957e-05,6.550941047105684e-10,9.356961699124432e-05,6.815610700928571e-08,1.314070456173904e-09
2.318589056097027e-05,0.281967325555696,3.76,0.0,0.002807451503800833,0.5961422585748477,0.33823244216925946,0.0438697721005083,0.00024918365036152634,0.048354901260250736,0.2663854625469484,5.702323112437257e-11,0.45891580444710306,6.919812102820823e-07,6.623692659274477e-05,0.35289470116227284,0.001964870758196401,0.00020548891851492895,6.183865972822173e-05,0.0008194214108628026,0.3115212003710392,7.354558724625582e-05,3.79194931094199e-05,0.007222138851750001,0.023377264003916525,0.00013660141758789184,8.952645799631108e-05,0.000769003639665497,5.2763240439497634e-08,0.04628778222082133,4.6248212207537045e-09,0.0007836148154400346,8.268332794789541e-05,0.00019511726061389152,5.3407955051544995e-06,1.098577122688507e-07,0.006100095951901223,0.017783826929793738,0.004157165165933209,0.018373066554944195,2.80984095697746e-08,2.946401895363445e-10,0.02605231875865279,0.001466997530027607,1.5998761765422162e-06,1.4835538381456339e-06,6.948026407781603e-06,0.01376005677867875,1.455745734493418e-05,2.0246471106645246e-11,3.6395678924394503e-09,0.019307211312202158,2.7716569003474658e-05,2.814312600621158e-06,0.008428114606668004,3.075414417112411e-08,2.5192936190376708e-12,2.384343659801637e-07,1.6634481376201385e-05,3.517806792367377e-06,0.00011805338417170148,1.8216047736674353e-07,5.9451121013516094e-08,0.002852981084952154,3.0050256941118873e-07,0.0009635876378193727,9.527648284679826e-05,0.0013199516738029683,2.3930113250573696e-06,1.5035148361534022e-11,4.203115984591781e-12,6.230964438129814e-08,9.017012038723439e-08,0.00044603755596022966,1.820904486648173e-08,2.739296800858932e-09,0.0002826927328814465,5.2357668282172415e-09,2.319115754603512e-08,9.600455452844206e-06,1.0546942869274406e-06,6.663039659128507e-06,2.576762035800898e-10,1.4026422362347666e-07,1.98272445369084e-05,0.00040842211989339114,5.766434839018974e-10,3.790123822552298e-10,2.4077209694998436e-08,8.81490599848052e-08,2.7805218448899707e-11,2.6878547731247738e-06,3.250808693506169e-11,1.1939474466706554e-07,3.6309103859444354e-05,6.554574470570254e-10,9.361873914820911e-05,6.819104884700458e-08,1.314752597767439e-09
2.3220735045738256e-05,0.2819796044672903,3.76,0.0,0.0027945793129408917,0.5958836261073183,0.33840218621671847,0.04390813676544601,0.00024906776421787193,0.048338608775537834,0.26656301288239437,5.699680063358503e-11,0.45891211034183715,6.919628529910077e-07,6.619246795382442e-05,0.35325020351932185,0.001963387648555865,0.00020524483740390264,6.177953300227276e-05,0.0008191983897033156,0.3113368633009564,7.347741720016167e-05,3.7902201042203e-05,0.007218982020337494,0.0233899779522035,0.0001365274347886194,8.947617500139534e-05,0.0007682461053021372,5.268762619217061e-08,0.04626970977818837,4.618059656144184e-09,0.0007824525961858047,8.263039461357488e-05,0.00019489885130542645,5.333982699139572e-06,1.0968234746132422e-07,0.006097903737695008,0.017767699800744868,0.004156587255705571,0.018371398279097294,2.8087392398576685e-08,2.943971814176069e-10,0.02605841021611329,0.0014666905389332172,1.600093078143474e-06,1.4821806443977057e-06,6.949684145919737e-06,0.013777880584517139,1.4571926412287754e-05,2.0228666411288198e-11,3.6352875390777966e-09,0.019324833651985666,2.773837358884555e-05,2.8162210421439513e-06,0.008431533293983237,3.0766641634469256e-08,2.5152721911775894e-12,2.3841425899378383e-07,1.662822514001595e-05,3.518212832690811e-06,0.00011803125499652185,1.8201944648870382e-07,5.941607745981976e-08,0.002854127598616573,3.003598799083748e-07,0.00096380142316341,9.520394939275258e-05,0.0013185935461156784,2.3921390913297643e-06,1.5022488203351046e-11,4.199577654377278e-12,6.225647317985189e-08,9.013423688843535e-08,0.00044669075673678437,1.8200471971173552e-08,2.742998000488197e-09,0.0002830919280590102,5.231041958322804e-09,2.320712196838509e-08,9.608352199887044e-06,1.0540441094592384e-06,6.656327284848733e-06,2.573233555935281e-10,1.4022801519420115e-07,1.9837804706609497e-05,0.0004090215164605377,5.774898008515046e-10,3.792414581185141e-10,2.406296087686728e-08,8.82490049346938e-08,2.7845291819616293e-11,2.6860087989719603e-06,3.248632470728019e-11,1.1946018353292752e-07,3.632945997374939e-05,6.558202118536581e-10,9.366776669521773e-05,6.822592448035857e-08,1.3154334324622537e-09
2.3255579530506243e-05,0.2819918701423351,3.76,0.0,0.0027817731020154707,0.595625217442068,0.33857179760161665,0.04394646446123829,0.00024895223941866993,0.04832231987907592,0.2667403755742273,5.697042445946395e-11,0.4589083849687768,6.919446702033644e-07,6.614809389784319e-05,0.3536054009205767,0.001961907228147974,0.00020500134838821195,6.172057543622913e-05,0.0008189765445525407,0.3111526909524291,7.340943461845945e-05,3.788495806977441e-05,0.007215824823429399,0.023402680323972205,0.00013645362305355168,8.942602813971293e-05,0.0007674902291450233,5.261222864685318e-08,0.04625160987276774,4.611314546298977e-09,0.000781294956577722,8.25775969575054e-05,0.00019468097659476114,5.327187728997284e-06,1.0950745168213585e-07,0.006095716469063552,0.01775159754763346,0.004156010794278945,0.018369718696899382,2.807635944215241e-08,2.9415470473194575e-10,0.026064475617552922,0.0014663844466805181,1.6003102016160073e-06,1.4808104357527045e-06,6.9513413620065295e-06,0.013795688850186128,1.4586389317131849e-05,2.0210901369708873e-11,3.6310165361201743e-09,0.01934244545813541,2.7760151203618875e-05,2.8181272763351667e-06,0.008434948619032137,3.077912677418371e-08,2.5112615185127004e-12,2.3839427127271688e-07,1.662198442911219e-05,3.5186195037663202e-06,0.00011800915760776079,1.8187862612220727e-07,5.9381094487298807e-08,0.002855270685375356,3.0021771340077156e-07,0.0009640144518175263,9.513155216886015e-05,0.0013172380263933592,2.391269441761819e-06,1.5009856048558186e-11,4.1960471641102715e-12,6.22034200945253e-08,9.009848492083685e-08,0.00044734347647130577,1.8191934329278533e-08,2.7466966465785343e-09,0.00028349090723353603,5.226328985129113e-09,2.3223079529654567e-08,9.616248725566999e-06,1.0533949292301368e-06,6.649632574691861e-06,2.569714303060056e-10,1.4019183043047539e-07,1.9848320859202438e-05,0.0004096203977822683,5.783353903177737e-10,3.794706808677752e-10,2.404872479729527e-08,8.834891794142308e-08,2.7885365421543528e-11,2.684166257100652e-06,3.2464590321742113e-11,1.195255175257916e-07,3.6349783887375184e-05,6.561824014201127e-10,9.371670006297557e-05,6.826073420618886e-08,1.3161129661593538e-09
2.329042401527423e-05,0.28200412261506486,3.76,0.0,0.0027690325023648744,0.5953670320603598,0.3387412766710719,0.04398475524643398,0.00024883707391645316,0.04830603461350521,0.2669175510611889,5.694410231401467e-11,0.45890462850424046,6.919266606329278e-07,6.610380402728807e-05,0.3539602939167374,0.0019604294864616983,0.00020475844878930824,6.166178611032789e-05,0.0008187558689229375,0.31096868310534603,7.334163850247146e-05,3.786776394304798e-05,0.007212667272111335,0.023415371150177337,0.00013637998149907012,8.937601668905885e-05,0.0007667360037940296,5.253704671318412e-08,0.04623348266422986,4.604585820843621e-09,0.0007801418648894341,8.252493427939133e-05,0.00019446363393351484,5.320410501003085e-06,1.0933302276774633e-07,0.006093534119903803,0.017735520162962672,0.004155435771883993,0.018368027870801076,2.8065310792015292e-08,2.9391275696338276e-10,0.026070515038993904,0.0014660792487970536,1.6005275435798877e-06,1.479443198301488e-06,6.952998054415627e-06,0.013813481588861667,1.4600846053411863e-05,2.019317579597221e-11,3.6267548439132634e-09,0.01936004675480646,2.7781901871219494e-05,2.8200313039948337e-06,0.00843836059185067,3.079159962720545e-08,2.5072615514397176e-12,2.383744019888589e-07,1.6615759153850957e-05,3.5190267989816986e-06,0.00011798709171771619,1.8173801548763203e-07,5.934617177129886e-08,0.0028564103550425403,3.0007606637996225e-07,0.0009642267263387518,9.505929072824932e-05,0.0013158851097631356,2.3904023001341017e-06,1.499725205892204e-11,4.192524600771394e-12,6.215048660003521e-08,9.006286384066136e-08,0.00044799571512464166,1.818343297143183e-08,2.7503927392269024e-09,0.00028388967063334953,5.221627865080725e-09,2.3239030228796933e-08,9.624145018958491e-06,1.0527467418399885e-06,6.642955437748814e-06,2.566204243527486e-10,1.401556693243617e-07,1.9858793119567816e-05,0.0004102187637320156,5.791802521219836e-10,3.7970004987126956e-10,2.4034501439234897e-08,8.844879898381578e-08,2.7925439243044115e-11,2.682327133133714e-06,3.244288370794718e-11,1.19590747069272e-07,3.637007572977202e-05,6.565440180655388e-10,9.376553968017549e-05,6.829547832003458e-08,1.3167912047368174e-09
2.3325268500042215e-05,0.28201636192031726,3.76,0.0,0.0027563571478279947,0.5951090694462007,0.3389106237701712,0.044023009179268845,0.0002487222656794972,0.048289753021134876,0.2670945397802398,5.6917833935273375e-11,0.4589008411233662,6.919088229915225e-07,6.605959794847952e-05,0.35431488305636066,0.001958954413054211,0.00020451613594831434,6.160316413732543e-05,0.0008185363563098059,0.3107848395400879,7.32740278860145e-05,3.7850618415826135e-05,0.007209509377392348,0.023428050461611286,0.0001363065092480852,8.932613993276436e-05,0.000765983421903026,5.246207930014567e-08,0.046215328311329816,4.597873410097851e-09,0.0007789932896920458,8.247240588443485e-05,0.00019424682079297574,5.31365092223448e-06,1.091590585787857e-07,0.006091356664289253,0.01771946763861108,0.004154862178814072,0.018366325862874868,2.8054246539278372e-08,2.9367133561547943e-10,0.026076528556098225,0.0014657749408379496,1.6007451006299046e-06,1.4780789182690774e-06,6.95465422064236e-06,0.013831258813686622,1.4615296616809041e-05,2.017548950736397e-11,3.6225024231932777e-09,0.01937763756602011,2.7803625614508537e-05,2.8219331259270774e-06,0.008441769222408302,3.080406023022612e-08,2.5032722408996814e-12,2.383546503087467e-07,1.6609549225972586e-05,3.5194347122242052e-06,0.00011796505704067699,1.8159761381111876e-07,5.931130898058482e-08,0.0028575466173832295,2.999349346926698e-07,0.0009644382492744748,9.498716462662185e-05,0.0013145347913546903,2.3895376000228375e-06,1.498467612094559e-11,4.189009860305349e-12,6.209767063601888e-08,9.002737300224144e-08,0.0004486474726585555,1.817496822328329e-08,2.754086277281417e-09,0.0002842882184848554,5.2169385549436465e-09,2.325497405656135e-08,9.632041069191317e-06,1.0520995429241497e-06,6.636295783895401e-06,2.5627033439226087e-10,1.4011953186595855e-07,1.9869221612272223e-05,0.00041081661418523066,5.800243860882257e-10,3.7992956419455746e-10,2.402029078567821e-08,8.854864803162403e-08,2.796551327282442e-11,2.6804914128067122e-06,3.2421204797196705e-11,1.196558725839574e-07,3.6390335629512507e-05,6.569050640826979e-10,9.38142859723063e-05,6.833015711516861e-08,1.3174681540232913e-09
2.33601129848102e-05,0.28202858809223635,3.76,0.0,0.002743746674440513,0.5948513290860892,0.3390798392422202,0.04406122631770558,0.00024860781269383023,0.04827347514398416,0.2672713421667852,5.6891619077648744e-11,0.45889702300025254,6.918911560424356e-07,6.601547527050321e-05,0.3546691688861298,0.0019574819975409236,0.0002042744072233252,6.154470865218761e-05,0.0008183180000364675,0.3106011600374673,7.32066018259695e-05,3.783352124310864e-05,0.007206351150210765,0.023440718288924047,0.00013623320543015198,8.927639716055979e-05,0.0007652324761703322,5.238732529856103e-08,0.0461971469720227,4.591177244805575e-09,0.0007778491998139148,8.242001108363207e-05,0.00019403053466003452,5.306908900461888e-06,1.0898555698867901e-07,0.006089184076456585,0.017703439965913018,0.004154290005419101,0.0183646127348586,2.804316677464709e-08,2.9343043820821345e-10,0.026082516244210648,0.0014654715183839507,1.600962869330468e-06,1.4767175819843752e-06,6.95630985495493e-06,0.013849020537783268,1.4629740998059553e-05,2.0157842322922128e-11,3.6182592349370303e-09,0.019395217915592188,2.7825322456489653e-05,2.8238327429286873e-06,0.00844517452061593,3.0816508619721636e-08,2.4992935381286027e-12,2.3833501538921336e-07,1.6603354557328318e-05,3.5198432368947534e-06,0.00011794305329288285,1.8145742032390582e-07,5.927650576787844e-08,0.0028586794821199063,2.997943152306618e-07,0.0009646490231639307,9.491517342131538e-05,0.0013131870663002476,2.3886753752810767e-06,1.497212783763517e-11,4.185502778956375e-12,6.204496948894443e-08,8.999201175823077e-08,0.0004492987490358551,1.816653880357963e-08,2.757777258466348e-09,0.0002846865510127046,5.212261011713948e-09,2.3270910992356383e-08,9.639936865336713e-06,1.051453328148088e-06,6.62965352357425e-06,2.559211571002968e-10,1.4008341804355367e-07,1.987960646161536e-05,0.0004114139490195268,5.808677920435995e-10,3.801592225679181e-10,2.4006092819651432e-08,8.864846497747617e-08,2.800558749963645e-11,2.6786590819453874e-06,3.2399553522150304e-11,1.197208944877071e-07,3.64105637143828e-05,6.572655417497402e-10,9.386293936206958e-05,6.836477088285857e-08,1.3181438198042167e-09
