Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39)
0.010201217141284224,0.502131857836262,1.16580684753359e-09,4.0991038010161063e-10,1.6550517895201442e-09,2.762082702120815e-07,0.0,0.0,7.96941192087369e-06,2.84977955823105e-07,0.00011234883666780476,8.912490234882655e-08,4.053051665674983e-11,2.3335391018304726e-29,9.106107073493492e-21,2.8983983878862634e-13,4.6115621685814943e-07,0.0001408153076807098,1.9750163905905798e-14,2.6405433461682315e-17,3.7455582790229026e-06,6.764509211179256e-15,2.743672197301307e-15,1.7752155839558954e-10,1.147306665165275e-11,2.094387344139472e-06,8.654234827487778e-14,2.0709743946730236e-10,5.456300784097742e-09,1.1709678673279838e-13,3.769959183925507e-13,3.969368622816331e-16,1.5991012354099351e-12,5.982312206222368e-13,3.76,0.0,0.3503035934240397,0.9998080084976978,4.578682192849692e-06,5.820856590744328e-07,0.17614884552872317,0.17588279757856667,1.1486897173088054e-09,6.248477678473356e-16,3.500621353600302e-05,8.812000114424385e-09,9.557253010171106e-16,8.81964472860916e-15,1.6601262380864236e-13,3.738264327345426e-05,5.3694598408289305e-12,2.9032506623257994e-11,2.8634155034704275e-11,1.2447802214329819e-08,5.135231953908704e-09,3.6957871946251045e-09,2.742093927966206e-09,1.3002654178962237e-16,4.395864776553378e-18,1.667617353286681e-14,2.0570912754508437e-15,2.528818330793432e-08,3.5109159840470326e-10,6.737478524948941e-10,6.257860948338132e-09,1.7907455835318312e-18,5.389647883561074e-10,3.349313226930661e-10,3.446631707056796e-10,5.9647268238283544e-06,1.2479725573631328e-08
0.01026198210611554,0.5022100006202651,1.1815227953726083e-09,4.165983285395676e-10,1.6880820893145825e-09,2.8118609158618587e-07,0.0,0.0,8.07106660093747e-06,2.9091834488003165e-07,0.00011387942344216287,9.121675319345387e-08,4.1139850328379915e-11,2.4427260607277077e-29,9.406976513941138e-21,2.9599069216775846e-13,4.7220897505583853e-07,0.00014238989587487508,2.0432770269750997e-14,2.7165916639329223e-17,3.7878093728929816e-06,6.841789372225525e-15,2.8041792525851744e-15,1.8414607707331054e-10,1.1868569372310486e-11,2.1433886926025574e-06,8.74114783584325e-14,2.1682713181561318e-10,5.740766325032553e-09,1.2278672791834786e-13,3.863484320627314e-13,4.1178726297731245e-16,1.6338980682641346e-12,6.271915534491288e-13,3.76,0.0,0.34945499047599277,0.9998061417036123,4.680691726674869e-06,5.985027065167542e-07,0.17699888630254534,0.17672951926119082,1.145945655885219e-09,6.252942386600571e-16,3.500614816861191e-05,8.98104029115599e-09,9.757701358296735e-16,9.028386507972101e-15,1.70083136074387e-13,3.763942217071207e-05,5.394459519740979e-12,2.9713551784479476e-11,2.924316446126139e-11,1.2729404740672382e-08,5.249570804809956e-09,3.761340557375769e-09,2.790858764242665e-09,1.3276513349337302e-16,4.48844959602009e-18,1.702739774761322e-14,2.0932250445931363e-15,2.5822967806493595e-08,3.588523973309893e-10,6.796695520838669e-10,6.4068402945804676e-09,1.8284452129314666e-18,5.502759601016364e-10,3.341103978941978e-10,3.5007700738414136e-10,6.057278312585174e-06,1.278473758640322e-08
0.010322747070946854,0.5022879555420162,1.1974471527357904e-09,4.2340127727909605e-10,1.721743696204453e-09,2.8623869088442237e-07,0.0,0.0,8.17395049432845e-06,2.969741449408018e-07,0.00011542175620207313,9.335275373457825e-08,4.175723574722604e-11,2.557150592110921e-29,9.717881853693246e-21,3.022666779651873e-13,4.834901511639514e-07,0.00014397241697853427,2.1138532543394984e-14,2.794662566050425e-17,3.830268652918212e-06,6.9194652192264734e-15,2.866039109761899e-15,1.910036235639026e-10,1.2276994529800894e-11,2.1934203204964867e-06,8.828370967303862e-14,2.2698405333663264e-10,6.038961126511701e-09,1.287343963051324e-13,3.9590634851890195e-13,4.2713677974566835e-16,1.669422760573628e-12,6.574714609249334e-13,3.76,0.0,0.34860844172983524,0.9998042618141133,4.784730680424829e-06,6.153220771408274e-07,0.1778468825356288,0.17757417351923482,1.143208265710026e-09,6.257396103972303e-16,3.5006082342727e-05,9.153089267724128e-09,9.962176336524308e-16,9.241672370909434e-15,1.7424495369395666e-13,3.7896849086157135e-05,5.419390183753284e-12,3.040931839877253e-11,2.986428067459478e-11,1.3016934941008333e-08,5.366282170310764e-09,3.82789840646072e-09,2.8403737913844058e-09,1.355589470795822e-16,4.582901372123893e-18,1.7385706485947953e-14,2.1299413425930223e-15,2.6368304893837923e-08,3.6677305138863055e-10,6.856048818942693e-10,6.558873846959607e-09,1.8669043519482356e-18,5.618086088212311e-10,3.3327645738795446e-10,3.555816942306464e-10,6.151270975637579e-06,1.3096708761818959e-08
0.01038351203577817,0.5023657230646097,1.213582974579711e-09,4.303212633846203e-10,1.7560486863857767e-09,2.913671233704779e-07,0.0,0.0,8.278079375880496e-06,3.03147655458979e-07,0.00011697589698525174,9.553379214382702e-08,4.2382810246053145e-11,2.678239666112424e-29,1.003927255296499e-20,3.086690199193257e-13,4.95003888620901e-07,0.0001455628707667668,2.186821179849726e-14,2.874789754360569e-17,3.872935658511309e-06,6.9975360191487146e-15,2.9292717631702056e-15,1.9810212571524407e-10,1.2698749206442542e-11,2.244502871434766e-06,8.915904178299039e-14,2.3758582040305616e-10,6.3515010026273044e-09,1.3495074744494657e-13,4.0567394890832565e-13,4.4300067419915573e-16,1.705690977334275e-12,6.891278243898024e-13,3.76,0.0,0.34776394218530565,0.9998023687363259,4.890837778699834e-06,6.325526252461664e-07,0.17869283924975807,0.17841676525667363,1.140477530384122e-09,6.261838854880423e-16,3.500601605509532e-05,9.328203813794252e-09,1.0170713777406362e-15,9.459596960439992e-15,1.7850001693783825e-13,3.8154950132460753e-05,5.444252036420973e-12,3.1120109588006485e-11,3.0497737159965845e-11,1.3310514691592526e-08,5.485414014040209e-09,3.895475562894074e-09,2.890650136214372e-09,1.3840865843784183e-16,4.679242524339776e-18,1.7751162538380774e-14,2.167250682293907e-15,2.6924400251279833e-08,3.74856783235154e-10,6.915541784527703e-10,6.714016527796976e-09,1.9061296353513586e-18,5.735670241469485e-10,3.324297360916509e-10,3.611786893556205e-10,6.246728822947017e-06,1.341579972249166e-08
0.010444277000609485,0.5024433036501849,1.2299333523628573e-09,4.373604221521289e-10,1.7910098345776757e-09,2.9657246062275127e-07,0.0,0.0,8.383469192071582e-06,3.0944122363772855e-07,0.00011854190957481579,9.776077444002553e-08,4.301671304217468e-11,2.803380280557622e-29,1.0370451167901832e-20,3.152003520503703e-13,5.067543941856047e-07,0.00014716125752747196,2.2622650157074637e-14,2.957036708861597e-17,3.915809929838382e-06,7.0760010396728235e-15,2.993913981748204e-15,2.0544977745466543e-10,1.3134249696195843e-11,2.2966574018136763e-06,9.003747405492358e-14,2.486507351184012e-10,6.679027525935669e-09,1.4144714350821023e-13,4.1565550241967585e-13,4.593946445639859e-16,1.7427184223516223e-12,7.222198545211409e-13,3.76,0.0,0.3469214868538604,0.9998004623751467,4.999052500150458e-06,6.502033896468018e-07,0.17953676145602837,0.17925729936338033,1.1377534335478493e-09,6.26627066352369e-16,3.5005949302388936e-05,9.506441843067026e-09,1.0383419000213394e-15,9.682257437208834e-15,1.8285032103527618e-13,3.841375197096975e-05,5.469045280496838e-12,3.1846238093894846e-11,3.114377303624689e-11,1.3610268577241896e-08,5.607016032496011e-09,3.964086573037458e-09,2.9416987389147056e-09,1.4131541329529772e-16,4.777512489220221e-18,1.8123951789465997e-14,2.205163791597453e-15,2.7491463432841926e-08,3.831068677006432e-10,6.975178037417025e-10,6.872324089714929e-09,1.9461410276693198e-18,5.855555739758337e-10,3.31570466246932e-10,3.668695917708337e-10,6.343676261111582e-06,1.3742175082673173e-08
0.0105050419654408,0.5025206977599321,1.2465014302374847e-09,4.4452090641717626e-10,1.8266399725515735e-09,3.01855790803557e-07,0.0,0.0,8.49013605970129e-06,3.1585724540925046e-07,0.00012011985953582785,1.0003462487768194e-07,4.3659089684436715e-11,2.9340798838207184e-29,1.0712662836224468e-20,3.218648096257754e-13,5.187459401951236e-07,0.00014876757807095068,2.3402705003296475e-14,3.041465071733138e-17,3.9588910078174745e-06,7.15485954926482e-15,3.060010472476102e-15,2.1305504781082984e-10,1.3583928407423945e-11,2.349905389749706e-06,9.09190080832088e-14,2.6019781102122964e-10,7.022209034266044e-09,1.4823541934305772e-13,4.2585546968375087e-13,4.763348412372544e-16,1.7805219791731156e-12,7.568091824510053e-13,3.76,0.0,0.34608107075863953,0.9997985426332016,5.109415092634978e-06,6.682835973950956e-07,0.1803786541549039,0.18009578071510973,1.135035958880476e-09,6.270691554004939e-16,3.5005882081197934e-05,9.687862437981015e-09,1.0600406226712426e-15,9.909757618839532e-15,1.8729799976293326e-13,3.867328182464272e-05,5.493770117916319e-12,3.258803736956843e-11,3.180264282711294e-11,1.3916324416448512e-08,5.731138643050133e-09,4.0337467956931496e-09,2.993531167352492e-09,1.4428084896252363e-16,4.87776648064046e-18,1.8504276488479318e-14,2.2436916160882294e-15,2.806970817679229e-08,3.9152671521647026e-10,7.034961461471271e-10,7.033853142140584e-09,1.9869601707805842e-18,5.977787153288932e-10,3.30698877438245e-10,3.7265596638766827e-10,6.442138099246059e-06,1.407600356252019e-08
0.010565806930272115,0.5025979058540989,1.2632904014912162e-09,4.51804871613421e-10,1.8629519392609787e-09,3.0721821893869273e-07,0.0,0.0,8.598096272451924e-06,3.223981664381187e-07,0.00012170981425213742,1.0235628626967738e-07,4.431008670244609e-11,3.073423225701218e-29,1.1066663861487175e-20,3.286634517558337e-13,5.309828623727566e-07,0.00015038183373976754,2.4209206651361793e-14,3.1281050070275004e-17,4.002178434117289e-06,7.234110817179546e-15,3.127579972883646e-15,2.2092668919358219e-10,1.4048231059373141e-11,2.404268742346296e-06,9.18036454403712e-14,2.722468003232928e-10,7.381741670050327e-09,1.553278969755934e-13,4.362784272336333e-13,4.938378635069249e-16,1.8191184197589957e-12,7.929599539564093e-13,3.76,0.0,0.345242688934427,0.9997966094107967,5.221966591943578e-06,6.868026675748622e-07,0.18121852233627547,0.18093221417349295,1.1323250901001203e-09,6.275101550330819e-16,3.500581438802977e-05,9.872525869772365e-09,1.0821700470704226e-15,1.0142197707476119e-14,1.9184510832441417e-13,3.893356748580128e-05,5.518426749807549e-12,3.3345827975133596e-11,3.247459303336831e-11,1.422881173986813e-08,5.857832723934628e-09,4.10447180631762e-09,3.046159118662028e-09,1.4730563613127364e-16,4.9800264105072754e-18,1.8892180352914178e-14,2.2828453209897006e-15,2.865935220364755e-08,4.001197603085405e-10,7.094896213677118e-10,7.198661128888812e-09,2.0285916072055184e-18,6.10240987828474e-10,3.298151966114e-10,3.78539359224342e-10,6.542139560694252e-06,1.4417458092119812e-08
0.01062657189510343,0.5026749283919951,1.2803034930453935e-09,4.5921456405244587e-10,1.899959218335508e-09,3.1266086719288784e-07,0.0,0.0,8.707366298857909e-06,3.290664831470904e-07,0.00012331184296391468,1.0472672037621433e-07,4.49698518225721e-11,3.2169970014464295e-29,1.1431236177930492e-20,3.3559866045313707e-13,5.434695618539822e-07,0.00015200402641877566,2.504308662669129e-14,3.217023951400284e-17,4.045671751155628e-06,7.313754113420017e-15,3.1966598156198674e-15,2.290737474710692e-10,1.4527612100839125e-11,2.4597698047027353e-06,9.269138687315593e-14,2.848182193206041e-10,7.758350453585809e-09,1.6273734693558932e-13,4.4692889562456395e-13,5.119207802140097e-16,1.8585243701860933e-12,8.307389260435358e-13,3.76,0.0,0.3444063364276194,0.9997946626058809,5.336748833940404e-06,7.057702151850066e-07,0.18205637097951943,0.18176660458602273,1.1296208109640703e-09,6.279500676413638e-16,3.500574621931382e-05,1.0060493623345287e-08,1.1047409082023547e-15,1.0379680237700868e-14,1.964937540728204e-13,3.919463732676295e-05,5.543015376504061e-12,3.4119939269152375e-11,3.315987433055092e-11,1.4547862659016453e-08,5.987150858027643e-09,4.176276640601083e-09,3.0995939031731455e-09,1.5039085053245519e-16,5.0843295727020576e-18,1.9287852697814465e-14,2.3226363000177305e-15,2.9260617406807826e-08,4.088894499482106e-10,7.154986734001499e-10,7.366806352069009e-09,2.0710556827861733e-18,6.229470147117674e-10,3.2891964809257293e-10,3.8452143533330676e-10,6.643706285366797e-06,1.4766715925951825e-08
0.010687336859934745,0.5027517658319989,1.2975439850372441e-09,4.667522534862259e-10,1.9376754147274587e-09,3.1818487514945003e-07,0.0,0.0,8.817962778930504e-06,3.3586474374606815e-07,0.00012492601680572915,1.0714690831243644e-07,4.563854065593774e-11,3.3659079384917914e-29,1.1807890984966836e-20,3.426755356757643e-13,5.562105074554227e-07,0.00015363415854536034,2.590531181752373e-14,3.3082961729735045e-17,4.089370502097878e-06,7.393788708825246e-15,3.2673041589596164e-15,2.3750557201587865e-10,1.5022543852070333e-11,2.516431369323172e-06,9.358223589312773e-14,2.9793337671724046e-10,8.152790401550828e-09,1.704770620139103e-13,4.578116072677931e-13,5.306011565488057e-16,1.8987579082992326e-12,8.702155687347678e-13,3.76,0.0,0.3435720082961939,0.999792702114003,5.453804469410492e-06,7.251960550945658e-07,0.18289220505355788,0.18259895678603352,1.1269231052681655e-09,6.283888956068086e-16,3.500567757139278e-05,1.025182842327248e-08,1.1277673427052477e-15,1.0622317334501457e-14,2.0124624524153458e-13,3.945652031258383e-05,5.567536197524107e-12,3.4910731526467406e-11,3.385875964779622e-11,1.487361304514722e-08,6.11914671105418e-09,4.249177264390208e-09,3.1538475606900367e-09,1.5353841804710143e-16,5.190741137818071e-18,1.9691543924127007e-14,2.36307617830287e-15,2.9873730095329316e-08,4.1783940764288126e-10,7.215237756426989e-10,7.538347994712812e-09,2.114379226469462e-18,6.359015133581392e-10,3.2801245360764034e-10,3.906038263775453e-10,6.746864334675877e-06,1.5123958768267923e-08
0.01074202532828293,0.5028207616474089,1.3132576122751617e-09,4.736475006348132e-10,1.97223743012514e-09,3.2322700098964607e-07,0.0,0.0,8.91864762537476e-06,3.420964289700175e-07,0.00012638921770010843,1.0936844375005866e-07,4.624811918430745e-11,3.50938921105478e-29,1.215803363056661e-20,3.491661976657659e-13,5.678984854327268e-07,0.00015510806815505798,2.670629169358401e-14,3.3924708309796036e-17,4.128874646961269e-06,7.466153803512468e-15,3.3322328823311593e-15,2.4534566826442456e-10,1.5481681128325193e-11,2.5684382117560223e-06,9.438665997511627e-14,3.102201890027463e-10,8.523681101474314e-09,1.7773661552564755e-13,4.678086603987364e-13,5.479392289637659e-16,1.935690476117067e-12,9.072557411618014e-13,3.76,0.0,0.34282283974358035,0.9997909258806572,5.561134216285456e-06,7.430794271725401e-07,0.1836427373619577,0.18334633507767376,1.124500777071364e-09,6.287829153664183e-16,3.5005615375449255e-05,1.0426961426060215e-08,1.1488807052572684e-15,1.084518469833216e-14,2.0561405602564078e-13,3.969293466382768e-05,5.589547126841082e-12,3.5636984127581064e-11,3.44996011720923e-11,1.5172630319721133e-08,6.24027712838462e-09,4.3157382528614854e-09,3.2033861474581183e-09,1.5642499921378074e-16,5.2883286823660605e-18,2.0061722780588936e-14,2.4000366726385836e-15,3.043585156146401e-08,4.2605153024253213e-10,7.269605063592565e-10,7.695689026349147e-09,2.15410514437125e-18,6.477769755466849e-10,3.271862024466261e-10,3.961651146258186e-10,6.841089050752597e-06,1.545245836394884e-08
0.010796713796631113,0.5028896082369222,1.329160590513797e-09,4.806499941232377e-10,2.007395101745577e-09,3.283368214936003e-07,0.0,0.0,9.020432904363248e-06,3.4843740838296047e-07,0.00012786236994207685,1.1163183370329951e-07,4.68651667471095e-11,3.6581461650096107e-29,1.2517764661510217e-20,3.5577359607516963e-13,5.797994260601527e-07,0.00015658841372471127,2.7531702851326837e-14,3.478619090686838e-17,4.168544491872889e-06,7.538834730191599e-15,3.398467480021141e-15,2.534315142703466e-10,1.59541709900625e-11,2.6214211546780968e-06,9.519360593509561e-14,3.2298206831623997e-10,8.910246900582885e-09,1.8528533254598635e-13,4.780013001843185e-13,5.657893633344358e-16,1.97332080237206e-12,9.457842627676736e-13,3.76,0.0,0.3420753033548343,0.9997891383946556,5.6703729138905165e-06,7.613495761655237e-07,0.18439164549344592,0.18409206982423348,1.1220837485083837e-09,6.291760602087343e-16,3.5005552785529225e-05,1.0604921084367283e-08,1.170370856108191e-15,1.1072391649075116e-14,2.1006935802669463e-13,3.99300535823183e-05,5.61150343884269e-12,3.637727413100094e-11,3.515186355807665e-11,1.5477287818627994e-08,6.3636607696249164e-09,4.3832115108067796e-09,3.2536065725484816e-09,1.5936329236478699e-16,5.38766447908133e-18,2.0438533564182823e-14,2.437541188369381e-15,3.100792715955946e-08,4.3441529495334506e-10,7.324110345255316e-10,7.855874159525656e-09,2.1945417345891918e-18,6.598611529072159e-10,3.263508535760202e-10,4.018102552478281e-10,6.936643814332289e-06,1.578771566537803e-08
0.010851402264979297,0.5029583059327859,1.3452554044766762e-09,4.877614821338107e-10,2.043158970367035e-09,3.3351520477130815e-07,0.0,0.0,9.123331114318581e-06,3.548896514879202e-07,0.00012934552948160255,1.1393783511151997e-07,4.7489804295798914e-11,3.8082473855107727e-29,1.2887928970583192e-20,3.6250371472601093e-13,5.919167254628208e-07,0.00015807519822153723,2.8382380279480796e-14,3.5668291826104116e-17,4.2083797053475535e-06,7.61183095902984e-15,3.4660700816877663e-15,2.6177059588394555e-10,1.6440385898421946e-11,2.675397777442607e-06,9.600307733572097e-14,3.3623631429582134e-10,9.313105224461338e-09,1.9313400857422389e-13,4.883931108947762e-13,5.841654243626241e-16,2.011662889157372e-12,9.858578402616095e-13,3.76,0.0,0.34132939555113495,0.9997873395746809,5.781553417053139e-06,7.800140885978523e-07,0.18513893304888399,0.1848361645197476,1.1196720078465275e-09,6.29568331849614e-16,3.500548979878778e-05,1.0785755794032793e-08,1.1922560186177771e-15,1.130402843299345e-14,2.1461401491919015e-13,4.01678994549098e-05,5.633405277314999e-12,3.71318924651215e-11,3.5815763866674495e-11,1.5787690249772095e-08,6.489339185885367e-09,4.451608815568539e-09,3.3045177458097307e-09,1.6235532629101105e-16,5.488818244115372e-18,2.0822299029739178e-14,2.4755986998062334e-15,3.1590130899156955e-08,4.4293346530068503e-10,7.378757706335652e-10,8.018948347918524e-09,2.235723729298761e-18,6.721576702274344e-10,3.2550656330998336e-10,4.075404883653141e-10,7.033548534041247e-06,1.6129872858091844e-08
0.01090609073332748,0.5030268550666515,1.36154458856515e-09,4.949837130740758e-10,2.079539540733395e-09,3.387630310939016e-07,0.0,0.0,9.227354869532094e-06,3.614551644671617e-07,0.00013083875361122148,1.1628721859279076e-07,4.812215318326095e-11,3.970315302789066e-29,1.3270455670549058e-20,3.6935620173079943e-13,6.04253824192599e-07,0.00015956842500214748,2.9259010597848355e-14,3.657098441660043e-17,4.2483799563867396e-06,7.685141960837938e-15,3.535041965939265e-15,2.7037062368881043e-10,1.694071366968479e-11,2.730385975171113e-06,9.68150789146343e-14,3.5000082358705354e-10,9.732896203426649e-09,2.0129387550506476e-13,4.989879495126659e-13,6.030816141934498e-16,2.050730874981506e-12,1.0275352350451105e-12,3.76,0.0,0.3405851127611689,0.9997855293377234,5.894709158581554e-06,7.990806924015429e-07,0.18588460362242437,0.18557862264892333,1.1172655433776926e-09,6.299597319981221e-16,3.5005426412313826e-05,1.0969514825617536e-08,1.2145319224558347e-15,1.1540175604858382e-14,2.1924967835256672e-13,4.0406495084716894e-05,5.655252785506761e-12,3.790109617792224e-11,3.649150042537418e-11,1.6103944220201526e-08,6.617354090791674e-09,4.520942961452439e-09,3.3561292731803324e-09,1.6540140348661966e-16,5.591798141933183e-18,2.1212943582568088e-14,2.5142183389435882e-15,3.218263980029786e-08,4.516089223016546e-10,7.433551472966462e-10,8.18495713305536e-09,2.2776427170871176e-18,6.846702179466542e-10,3.2465348630642334e-10,4.1335707262125785e-10,7.1318234151888765e-06,1.6479075358954053e-08
0.010960779201675664,0.503095255969579,1.3780306996147864e-09,5.023184863299218e-10,2.116547697232067e-09,3.4408119307890205e-07,0.0,0.0,9.332516903297932e-06,3.681359908484744e-07,0.00013234210099179446,1.1868076869314468e-07,4.8762331389295246e-11,4.1432161891469935e-29,1.366299390463005e-20,3.76328309795436e-13,6.168142079402079e-07,0.00016106809781929698,3.016231904964452e-14,3.7494329379680124e-17,4.2885449144775095e-06,7.758767206966638e-15,3.605375465481035e-15,2.7923953982154744e-10,1.7455546334689772e-11,2.7864039645148513e-06,9.762961299837675e-14,3.642941083073118e-10,1.0170283442187489e-08,2.0977653763316948e-13,5.097895622224515e-13,6.22552478372225e-16,2.090537952629737e-12,1.0708773324214952e-12,3.76,0.0,0.33984245142111047,0.9997837075990516,6.0098741592755345e-06,8.185572594889412e-07,0.1866286608015473,0.18631944768713146,1.1148643434191204e-09,6.303502623569294e-16,3.50053626231406e-05,1.1156248340280353e-08,1.2371945256969244e-15,1.1780908106544424e-14,2.2397788347306838e-13,4.064586369929086e-05,5.677046106157462e-12,3.868512220418939e-11,3.717925600103839e-11,1.642615750756846e-08,6.747747990352313e-09,4.5912258703420285e-09,3.408450082886273e-09,1.6850109545595394e-16,5.696589368323691e-18,2.161039461113599e-14,2.5534094044908423e-15,3.278563391915311e-08,4.60444457740644e-10,7.488496199416836e-10,8.353946654999812e-09,2.3202907696882624e-18,6.974025457746699e-10,3.2379177557927936e-10,4.192613567322868e-10,7.231488963530861e-06,1.683547189278751e-08
0.011015467670023848,0.5031635089720398,1.3947163092124548e-09,5.097676439481955e-10,2.1541946219745644e-09,3.494705958662906e-07,0.0,0.0,9.438830064439433e-06,3.749342121829897e-07,0.0001338556316766875,1.211192841275795e-07,4.941046752957611e-11,4.3085859231551923e-29,1.4065198646964698e-20,3.834307701708736e-13,6.2960140862864e-07,0.00016257422082869443,3.109334536218381e-14,3.843995891320004e-17,4.328874249591603e-06,7.832706169279107e-15,3.677180864755421e-15,2.8838552562596536e-10,1.7985282263978363e-11,2.843470289595717e-06,9.844668340079471e-14,3.791353140304568e-10,1.062595482848789e-08,2.18593933690595e-13,5.20801555369959e-13,6.425929674646647e-16,2.131098815705516e-12,1.1159472164171805e-12,3.76,0.0,0.33910140797460453,0.9997818742721869,6.127083035725799e-06,8.38451808342301e-07,0.18737110816709793,0.1870586431003928,1.112468396313625e-09,6.307399246225117e-16,3.5005298428248436e-05,1.134600740615901e-08,1.2602796632238634e-15,1.202632894374658e-14,2.288007680963838e-13,4.0886028956770536e-05,5.698785381490638e-12,3.94843040670942e-11,3.787927310836028e-11,1.6754440355478933e-08,6.880564903745667e-09,4.662468941024357e-09,3.4614888556473567e-09,1.7165761284815045e-16,5.8033044767842764e-18,2.201528630430425e-14,2.5931813733064614e-15,3.3399296429278874e-08,4.694428980428634e-10,7.543596676110553e-10,8.525963640823219e-09,2.3637363937276882e-18,7.103584653314611e-10,3.229215825106835e-10,4.252546125805621e-10,7.33256598661431e-06,1.7199214577365433e-08
0.011070156138372032,0.5032316144039196,1.4116040495314212e-09,5.17333012376111e-10,2.1924913108186912e-09,3.549321573001342e-07,0.0,0.0,9.546307316360478e-06,3.818519487247111e-07,0.00013537940713645552,1.2360357802380952e-07,5.0066695885697657e-11,4.486168504876742e-29,1.4483210292876558e-20,3.906677216841878e-13,6.426190025513406e-07,0.00016408679859597602,3.205289654709223e-14,3.94080907927487e-17,4.3693676321846425e-06,7.906958320396642e-15,3.7504896773195335e-15,2.978170075430232e-10,1.8530344681112114e-11,2.901603827120984e-06,9.926629859711737e-14,3.945442441996267e-10,1.1100623354670711e-08,2.2775850822614537e-13,5.320281014630332e-13,6.632184055334863e-16,2.1724294812707294e-12,1.1628102460061292e-12,3.76,0.0,0.33836197887274055,0.9997800292688765,6.2463710139626206e-06,8.587725066491637e-07,0.18811194929332267,0.18779621234536498,1.1100776904278253e-09,6.31128720484154e-16,3.500523382454038e-05,1.1538844012546169e-08,1.2837901453938631e-15,1.2276533332186593e-14,2.337202924127571e-13,4.112701495146174e-05,5.720470753172376e-12,4.0298949896765753e-11,3.859178576439012e-11,1.7088905315868517e-08,7.0158488668293556e-09,4.7346860798647736e-09,3.5152560841576782e-09,1.7487256136757363e-16,5.911994956394856e-18,2.242766952398575e-14,2.6335438854160175e-15,3.4023813502303366e-08,4.786073729781419e-10,7.598857937876664e-10,8.701055398552382e-09,2.4079846972719284e-18,7.235418587963047e-10,3.220430568635551e-10,4.3133809821910035e-10,7.4350756023827145e-06,1.757045900793571e-08
0.011119375759885397,0.5032927833919487,1.426978045019809e-09,5.242427684465775e-10,2.2275233741361526e-09,3.5991002722722653e-07,0.0,0.0,9.644042952452462e-06,3.8818188124488847e-07,0.00013675961630167744,1.2587926700688053e-07,5.066431670331142e-11,4.665445266614393e-29,1.48680810841178e-20,3.9728353909476067e-13,6.545348154362272e-07,0.00016545364151391832,3.294133634649444e-14,4.0297601055518655e-17,4.4059516651333435e-06,7.97405259745127e-15,3.8176625201623635e-15,3.065566080911819e-10,1.9034357454946195e-11,2.9548523520067054e-06,1.0000612992899302e-13,4.089146001650954e-10,1.154467776935895e-08,2.363141281479084e-13,5.423188350719674e-13,6.822943475820021e-16,2.2102960667614e-12,1.2065760232630072e-12,3.76,0.0,0.3376978700185411,0.9997783587081358,6.355537440352919e-06,8.774323658358036e-07,0.18877733592112794,0.18845863714133,1.107930526778449e-09,6.314778973749747e-16,3.5005175329055434e-05,1.1715071980291248e-08,1.3052820879755612e-15,1.2505853227323064e-14,2.3823141560570065e-13,4.134462434969152e-05,5.7399416167475514e-12,4.1045490146040214e-11,3.9243846663055535e-11,1.7395303678039434e-08,7.139750580182252e-09,4.800524914900618e-09,3.564277245266445e-09,1.778130987383641e-16,6.011404819675495e-18,2.2804666898703e-14,2.6703831626300335e-15,3.459531596648294e-08,4.869998114539711e-10,7.648734908919139e-10,8.861306513368077e-09,2.448434578930688e-18,7.356046615672714e-10,3.212453819109529e-10,4.3689163980347336e-10,7.528576830560659e-06,1.7911124453550817e-08
