Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229)
1.3301341441984312e-08,0.6622678023411741,3.76,0.0,1.0023200121892943,0.9964583521101268,1.1906264611244643e-07,0.0,4.592247839118606e-07,0.0011999074181099632,0.0011614515624857166,1.7039581032074458e-05,2.53550026859518e-11,1.8566325657366173e-11,3.0179505538594853e-05,2.962431658737404e-05,2.8516316336635712e-05,5.54319175467987e-06,1.1753618482382612e-05,2.6137470281400107e-06,4.428227987889141e-07,1.2535388578511486e-09,1.2476827092435208e-08,7.067994479732423e-11,2.8079301836117477e-12,2.341677027250816e-13,2.511692638521383e-05,2.8396571640173805e-11,4.95120958521088e-10,9.33269241278495e-18,9.299893622396146e-09,1.9485029189632417e-08,4.734541116394314e-09,4.4628230534439676e-12,5.201202393685754e-10,5.312448350710717e-08,0.0034939500745123616,6.402440555568242e-11,3.232764154163515e-18,6.795520342876417e-12,1.5579712009842153e-13,1.0233034207847557e-12,5.809212344809972e-11,1.0629738822068307e-17,4.1220927854249906e-18,1.5081055584763893e-16,1.878071672255977e-17,1.2046382631216752e-19,1.9724080414941702e-18,3.7627545272246464e-13,2.3012692037954727e-15,1.0997921946386457e-07,2.5231995459862258e-12,2.7778941726807015e-14,6.45458512570869e-14,1.385840374287077e-13,3.3280008473935076e-14,4.738366614803143e-18,7.321555813044645e-17,4.5001581554490246e-13,4.729388748170827e-10,4.1188981052535495e-25,3.0469002879611283e-13,1.5444619061435424e-14,1.6073517025246818e-17,1.9226081796902267e-19,1.1922048069965899e-20,3.755097609174136e-22,8.241896706568933e-21,1.4842379214462225e-10,7.350339409602741e-27,2.3790152908639033e-24,1.845508962272634e-19,1.8439136736172992e-19,1.7565176611023675e-07,6.815436811848206e-17,3.5482766570283424e-19
1.362676259703958e-08,0.6622712691735622,3.76,0.0,1.002289443563182,0.9964563007109069,1.2966499075220304e-07,0.0,4.88124034390546e-07,0.0012293738764303332,0.0011889663028166913,1.773599652143142e-05,2.6173366336178912e-11,1.9014231844132226e-11,3.156673933776035e-05,3.097465162202977e-05,2.9377612110397745e-05,5.9141737913626635e-06,1.2040476805634712e-05,2.7759466132787335e-06,4.7422022236604135e-07,1.3140846802511312e-09,1.321366522925883e-08,7.845689693490967e-11,2.9576700942205047e-12,2.53585985809155e-13,2.5730962331622134e-05,3.0490586521418073e-11,5.156900780761376e-10,1.0135101820799674e-17,9.770419687468615e-09,2.043901499311129e-08,5.084261077418479e-09,4.675812595804904e-12,5.45124594943454e-10,5.792862940451572e-08,0.003493943018619205,6.617394329022125e-11,3.509556440031609e-18,7.331542758256856e-12,1.6875915053851883e-13,1.1244550024210898e-12,6.130934962622615e-11,1.1735178480517958e-17,4.44794540406633e-18,1.6239022749051175e-16,2.0786975271199782e-17,1.2977400389921584e-19,2.258856351812474e-18,3.857253938499629e-13,2.5670623543171513e-15,1.1523354868103764e-07,2.7081193880426168e-12,3.0503207661811555e-14,6.965519888773938e-14,1.5038907859746215e-13,3.608590922011511e-14,5.244643349401758e-18,8.499566603403374e-17,4.683976031898199e-13,4.848644408279124e-10,4.450048017196634e-25,3.424852068093557e-13,1.669574546941798e-14,1.830475236738334e-17,2.1200789096081875e-19,1.3968125464244048e-20,4.150516416541814e-22,9.517275647661015e-21,1.5204190833836052e-10,8.517752789479332e-27,2.813351748929293e-24,2.078934438541298e-19,2.0836665378286223e-19,1.8600745782711867e-07,7.795453343988211e-17,4.016297179784539e-19
1.395218375209485e-08,0.6622747374507455,3.76,0.0,1.0022588554952478,0.9964542073260438,1.409257234952087e-07,0.0,5.180671233302468e-07,0.0012588492888654945,0.001216438788570126,1.8453138314715998e-05,2.6992582151207036e-11,1.946144435283004e-11,3.298016727476523e-05,3.2349761374344056e-05,3.0250189534700072e-05,6.300585131672298e-06,1.2327319363915144e-05,2.9433416680375615e-06,5.069932019773919e-07,1.3764985532876687e-09,1.3979646863912768e-08,8.690755777349648e-11,3.1122881674327195e-12,2.7420101979151083e-13,2.634497630551541e-05,3.268875384941892e-11,5.368750006689554e-10,1.0988450471549705e-17,1.0253012082024683e-08,2.1415281546916608e-08,5.4504810268543684e-09,4.894097039586887e-12,5.706477002818784e-10,6.305012986832414e-08,0.003493935815354468,6.834683710612609e-11,3.8026040860655795e-18,7.898374528180111e-12,1.8251598680396926e-13,1.23321210023593e-12,6.463762117439458e-11,1.2927742716432996e-17,4.791621936789917e-18,1.7463549929944456e-16,2.2955833279966088e-17,1.3957685866605182e-19,2.579389636829088e-18,3.9517831060541114e-13,2.8567434330392595e-15,1.206013072515946e-07,2.901640138804387e-12,3.3418492241257487e-14,7.50435982316588e-14,1.6288673955944568e-13,3.910840204028582e-14,5.789923953948031e-18,9.842879996230926e-17,4.87031279026206e-13,4.967715583857848e-10,4.799534860803454e-25,3.8393838916655997e-13,1.8018072753495096e-14,2.0782859401881454e-17,2.332589506863651e-19,1.6305297125525853e-20,4.575906399915222e-22,1.0954955859384715e-20,1.5565441065199635e-10,9.837573229213858e-27,3.3145250823399856e-24,2.335216676454797e-19,2.350434161813057e-19,1.9665847171014366e-07,8.887562930761364e-17,4.533574951909872e-19
1.4277604907150118e-08,0.6622782072022547,3.76,0.0,1.0022282474866027,0.9964520719895513,1.5286827470423373e-07,0.0,5.490623097339377e-07,0.001288333923497442,0.0012438690689588858,1.9191505139654735e-05,2.7812474637296995e-11,1.990796385098087e-11,3.441948451110828e-05,3.3749328772800026e-05,3.113426484799634e-05,6.702682023150005e-06,1.26141471406387e-05,3.1159199069611695e-06,5.411647041392536e-07,1.4408314712606551e-09,1.477559142794138e-08,9.607651850002555e-11,3.2719117691426987e-12,2.960666288623236e-13,2.695896829403045e-05,3.4994096259799736e-11,5.586912441870084e-10,1.1895077358539039e-17,1.0747701603726016e-08,2.2413794351318474e-08,5.83355282721444e-09,5.1177493774797515e-12,5.966851693404418e-10,6.850211930277113e-08,0.003493928464969729,7.054288890201847e-11,4.112456926240488e-18,8.497284609873709e-12,1.971028188639455e-13,1.3499923562062357e-12,6.807954357070524e-11,1.4212401283684018e-17,5.153731806512003e-18,1.8757656483503209e-16,2.5296711785487075e-17,1.4988867095359557e-19,2.93720896046773e-18,4.0463425705591837e-13,3.1718574623277726e-15,1.260818935611882e-07,3.103938313278107e-12,3.6533005634647066e-14,8.072042564587678e-14,1.7609970121400153e-13,4.236198409572858e-14,6.37607651696313e-18,1.1371188333414989e-16,5.059138408461007e-13,5.086602500738163e-10,5.1679797300204105e-25,4.293118881953904e-13,1.9414194648509422e-14,2.3528560321089325e-17,2.5609177922683317e-19,1.896689662328111e-20,5.032675963115173e-22,1.2571432312337457e-20,1.5926130530909315e-10,1.132567242932159e-26,3.891009584487512e-24,2.6159681691268523e-19,2.6469290976532566e-19,2.0760273507118335e-07,1.0101481860670225e-16,5.10401867650447e-19
1.4603026062205387e-08,0.6622816784572556,3.76,0.0,1.0021976190414699,0.9964498947358553,1.6551625332369497e-07,0.0,5.811174431555058e-07,0.0013178280475839325,0.0012712571929085212,1.9951592609748622e-05,2.8632882860722695e-11,2.0353791010124313e-11,3.5884388835366124e-05,3.517304006035918e-05,3.203005204922622e-05,7.120717547834684e-06,1.2900961105172748e-05,3.2936666800144793e-06,5.767573162147667e-07,1.5071352196899436e-09,1.560233811187459e-08,1.060105418622251e-10,3.4366761972510156e-12,3.192384031720355e-13,2.7572938284151587e-05,3.740969046696889e-11,5.811542351207746e-10,1.2857400541183556e-17,1.1254518967589146e-08,2.343451903280907e-08,6.233826505415318e-09,5.346847883779559e-12,6.232326527167979e-10,7.429793119590129e-08,0.003493920967545279,7.276190222950068e-11,4.439672967522402e-18,9.129579446562859e-12,2.1255597796817474e-13,1.475229844326128e-12,7.163781759768301e-11,1.5594324742293375e-17,5.534898794538814e-18,2.012448490632529e-16,2.78194120878262e-17,1.607261497840121e-19,3.335739930567648e-18,4.140932870698302e-13,3.514010279864508e-15,1.316747086404541e-07,3.3151893275954223e-12,3.985508722298567e-14,8.669525923875769e-14,1.9005077161489915e-13,4.586186522790312e-14,7.005003473846341e-18,1.3106088869337977e-16,5.250423978238695e-13,5.205305384032611e-10,5.55601695782404e-25,4.788809832067505e-13,2.0886767316961413e-14,2.65638010544141e-17,2.8058655988364703e-19,2.198920592822948e-20,5.522258699522157e-22,1.4384493151172055e-20,1.6286259849909559e-10,1.2999193510678485e-26,4.5521391972416745e-24,2.922872516628029e-19,2.9761104149961877e-19,2.18838094137387e-07,1.144751919728931e-16,5.73174548714185e-19
1.4928447217260655e-08,0.6622851512445503,3.76,0.0,1.0021669696672795,0.9964476755996677,1.78893437808576e-07,0.0,6.142399742412978e-07,0.0013473319274428972,0.0012986032090620114,2.0733893127326723e-05,2.945365924981123e-11,2.079892650512913e-11,3.737458064322505e-05,3.6620584759926765e-05,3.293776291448573e-05,7.554941648340174e-06,1.318776221296498e-05,3.476565114325778e-06,6.137932502130143e-07,1.5754623012454945e-09,1.64607457448777e-08,1.167586312315407e-10,3.6067250784369378e-12,3.437737251186529e-13,2.818688626272022e-05,3.9938669425888796e-11,6.042793052087449e-10,1.3877918469824385e-17,1.1773494811992289e-08,2.447742134268037e-08,6.651650261713866e-09,5.581476278183113e-12,6.502858373421441e-10,8.045109391146995e-08,0.0034939133231115167,7.500368227929267e-11,4.7848187053205244e-18,9.796603206584697e-12,2.289129528103387e-13,1.6093755181662112e-12,7.531524123592793e-11,1.7078890261530123e-17,5.9357615672925515e-18,2.1567304989023543e-16,3.0534129262593566e-17,1.721064529617153e-19,3.77864357346268e-18,4.23555454300554e-13,3.884869299267589e-15,1.373791561619264e-07,3.5355675131660935e-12,4.339320325852014e-14,9.297788556822328e-14,2.0476287861756237e-13,4.9623989004209124e-14,7.678640989884227e-18,1.507122205159948e-16,5.44414160653068e-13,5.323824458096342e-10,5.964294561361606e-25,5.329343201603475e-13,2.2438511223950395e-14,2.991179644928838e-17,3.0682592582868487e-19,2.5411645665273103e-20,6.046112938465388e-22,1.6413295796278798e-20,1.6645829637782075e-10,1.4876626968691685e-26,5.308174785616995e-24,3.25768569964407e-19,3.3412031166961717e-19,2.303623220955961e-07,1.2936599421929952e-16,6.42108611996139e-19
1.5579289527371193e-08,0.6622921015294352,3.76,0.0,1.0021056061780058,0.9964431118194982,2.0793133354956538e-07,0.0,6.837150983643322e-07,0.0014063700144253163,0.0013531691111675337,2.236708633996949e-05,3.109578677501383e-11,2.1687125215770744e-11,4.042964120960135e-05,3.958594868274998e-05,3.4789791726248365e-05,8.47293980869625e-06,1.3761329611274482e-05,3.857739145654979e-06,6.922820777186521e-07,1.7183996517997342e-09,1.8276076609226527e-08,1.4090464287557722e-10,3.963294858960976e-12,3.9717364899973987e-13,2.9414716131911014e-05,4.534960795403737e-11,6.525765180207707e-10,1.6103941725209167e-17,1.2848044150057068e-08,2.662962246833252e-08,7.541331729847219e-09,6.067685881695671e-12,7.0589223791239e-10,9.388453490060737e-08,0.003493897593686987,7.955477142183618e-11,5.531209709249331e-18,1.1240403852422e-11,2.6449417972096866e-13,1.906282323907782e-12,8.30392263163749e-11,2.037852425705842e-17,6.799206817030212e-18,2.469466187605672e-16,3.6582449095972814e-17,1.9656653264917869e-19,4.813458640112249e-18,4.424894138726716e-13,4.7196878339876094e-15,1.4912057641213786e-07,4.0043973838186205e-12,5.1152024337825496e-14,1.0650674597743335e-13,2.3656247102980965e-13,5.800253319661714e-14,9.167957396429163e-18,1.9797855073232722e-16,5.838766043104854e-13,5.560312072418077e-10,6.844234115985476e-25,6.557175851371717e-13,2.5790727727161505e-14,3.764553447913552e-17,3.648815055447407e-19,3.363151506213256e-20,7.202590264623879e-22,2.1202092916358067e-20,1.7363293065898483e-10,1.9324419620236368e-26,7.151084035617108e-24,4.018431895052873e-19,4.19348020265219e-19,2.5426815494829683e-07,1.6390803658889047e-16,8.003029918917244e-19
1.6165047606470678e-08,0.6622983623078991,3.76,0.0,1.0020503025875502,0.9964388615311294,2.368010325047489e-07,0.0,7.499601462744574e-07,0.0014595403062298568,0.0014021348967650502,2.391779983742484e-05,3.2573716892272466e-11,2.2484145383946558e-11,4.3262725963984626e-05,4.233323773115648e-05,3.649947619745243e-05,9.356947163096559e-06,1.4277505604216349e-05,4.218204293435633e-06,7.680734615861937e-07,1.8545020531981468e-09,2.0027168222694195e-08,1.6596010090802702e-10,4.303906683516151e-12,4.5051012908418654e-13,3.0519687600094345e-05,5.063988839616416e-11,6.984600822665927e-10,1.833314265871513e-17,1.3857026572917451e-08,2.8642109893161188e-08,8.405522378835516e-09,6.525144272342558e-12,7.576249611756325e-10,1.073363323564689e-07,0.0034938829358654652,8.37266925890512e-11,6.270149939334493e-18,1.2672860633845814e-11,3.0000863593586535e-13,2.2088498504399673e-12,9.042842908806895e-11,2.375761119017218e-17,7.65039820788619e-18,2.780473757239015e-16,4.279348088850475e-17,2.2061911768154143e-19,5.938498954283588e-18,4.595412401555196e-13,5.587213596398363e-15,1.6006370921186997e-07,4.459286370150604e-12,5.896125148795316e-14,1.1983806019422555e-13,2.680170682449842e-13,6.661580195296027e-14,1.0681345199550709e-17,2.5123475620634436e-16,6.201983699005039e-13,5.772524533562282e-10,7.712198982923117e-25,7.847424325782127e-13,2.910716488747208e-14,4.5936038260692536e-17,4.2397897383171713e-19,4.286479657029292e-20,8.375749163859178e-22,2.6472966879079407e-20,1.800710266315667e-10,2.4240789691065153e-26,9.258808788181671e-24,4.817693800936239e-19,5.12190050807786e-19,2.767477526505522e-07,2.0111815137828721e-16,9.685495097568584e-19
1.6750805685570163e-08,0.6623046284826627,3.76,0.0,1.001994923681992,0.9964344760922587,2.684099984553861e-07,0.0,8.197622659496339e-07,0.0015127462948129329,0.0014509649971731777,2.554798580512671e-05,3.4051048467088786e-11,2.3278935154395312e-11,4.6173199797524066e-05,4.515306483306921e-05,3.825098702528751e-05,1.0297151921583234e-05,1.4793654177548746e-05,4.595010375556825e-06,8.488698884978259e-07,1.9980023054455875e-09,2.189508190451907e-08,1.9452502348122923e-10,4.664299300435767e-12,5.09241355475154e-13,3.162458754074419e-05,5.6349066236291924e-11,7.46722582661739e-10,2.0793552805117253e-17,1.4905876121207084e-08,3.072592575467636e-08,9.331907945234578e-09,7.002089062501079e-12,8.109307083236454e-10,1.2216481272427933e-07,0.0034938678039294307,8.796942173631489e-11,7.076416516509211e-18,1.4240484893582015e-11,3.390888927749501e-13,2.548111969485653e-12,9.825182670868336e-11,2.756294540035696e-17,8.576074678524865e-18,3.1218162665297187e-16,4.980473666547492e-17,2.4672003124719257e-19,7.276228030584094e-18,4.766040542732642e-13,6.576569284201796e-15,1.713593774522185e-07,4.94641048675783e-12,6.760765626265241e-14,1.3432907789671076e-13,3.022987464876513e-13,7.636243646753651e-14,1.2371184818507445e-17,3.1672087059162304e-16,6.572685366371716e-13,5.984144908418341e-10,8.656494446860038e-25,9.33439518775085e-13,3.272557051432773e-14,5.566385943751096e-17,4.90131528941459e-19,5.4172987128191505e-20,9.68371172104929e-22,3.281218113679657e-20,1.8649108805059874e-10,3.0175786980910554e-26,1.1883957707231988e-23,5.738129016528652e-19,6.231295336224682e-19,3.001260469152057e-07,2.4496799494360673e-16,1.1645228889912432e-18
1.733656376466965e-08,0.6623109002089826,3.76,0.0,1.001939466715129,0.9964299557132653,3.0290192389606544e-07,0.0,8.931517881006181e-07,0.0015659894865885258,0.0014996596864652757,2.7260389342095998e-05,3.55272783771166e-11,2.40714985204455e-11,4.915940710675381e-05,4.8043733464738944e-05,4.0045481071576245e-05,1.1294901737423239e-05,1.5309780416643146e-05,4.98799490104331e-06,9.347878153930668e-07,2.1492240837979122e-09,2.3885519281244527e-08,2.269754421509393e-10,5.0456687024146916e-12,5.737698195149463e-13,3.27294158733152e-05,6.249774496387736e-11,7.97449642484702e-10,2.3502804031373845e-17,1.5994769546118677e-08,3.288087464458833e-08,1.0322454257641274e-08,7.499229245938702e-12,8.657855997104287e-10,1.384553841748779e-07,0.003493852198433016,9.228188021798634e-11,7.953666236476503e-18,1.5952497525745183e-11,3.8199723269931697e-13,2.9273679348582253e-12,1.0652948944375607e-10,3.183412850051505e-17,9.580572259164775e-18,3.495920437218458e-16,5.769188244940819e-17,2.7498839015824326e-19,8.858073354542337e-18,4.93678159787769e-13,7.699798236455228e-15,1.8300419845268947e-07,5.466749036804666e-12,7.714490575057045e-14,1.500453258802171e-13,3.3954466867646716e-13,8.736469081990746e-14,1.4249909592890505e-17,3.96760302208827e-16,6.950735286404854e-13,6.195174478647871e-10,9.681455394812357e-25,1.1040300201394063e-12,3.6664395708344374e-14,6.701653164797896e-17,5.639167744268023e-19,6.792776312495164e-20,1.113581999341472e-21,4.039234898730215e-20,1.928931496766326e-10,3.7297327806559685e-26,1.513027948341228e-23,6.792758020167227e-19,7.553098614995113e-19,3.2438827247392704e-07,2.9634865510018126e-16,1.391585568973345e-18
1.7922321843769134e-08,0.6623171776385456,3.76,0.0,1.0018839289800663,0.9964253006067455,3.4042163444334644e-07,0.0,9.701556156650596e-07,0.0016192713711304179,0.0015482192361075515,2.9057716200607036e-05,3.700197688991428e-11,2.4861839476976937e-11,5.221971811253059e-05,5.1003578904040454e-05,4.1884093156575574e-05,1.2351513442480416e-05,1.5825889270631503e-05,5.3969811611726904e-06,1.025940050649438e-06,2.308493881302688e-09,2.6004377367246192e-08,2.637165209288265e-10,5.449334681152507e-12,6.445185176247786e-13,3.383417251662177e-05,6.910730372966849e-11,8.507256929425193e-10,2.6479458486992387e-17,1.7123883318114193e-08,3.5106762356037205e-08,1.1379108678122441e-08,8.017346099744632e-12,9.221661134579972e-10,1.5629518280431034e-07,0.003493836120038019,9.666300552953493e-11,8.905674317039998e-18,1.7818521744619146e-11,4.2900906794940864e-13,3.350129733116323e-12,1.1528264784266678e-10,3.66133980912617e-17,1.0668428716187852e-17,3.90538434568499e-16,6.653597520870654e-17,3.0554979501735334e-19,1.0718929038011069e-17,5.107638571631847e-13,8.969643606575424e-15,1.949948170013572e-07,6.021271029703469e-12,8.762782433072137e-14,1.6705508220996671e-13,3.7989274786395165e-13,9.97541593620571e-14,1.633026085717637e-17,4.940240138054025e-16,7.336003293295089e-13,6.405614518261081e-10,1.0791597866269279e-24,1.2989089445285987e-12,4.09429285309987e-14,8.019880277474702e-17,6.459425759722718e-19,8.455207051199304e-20,1.2741641831294763e-21,4.9407856461896776e-20,1.9927724596401016e-10,4.579486428074692e-26,1.9118127179573397e-23,7.9954575990187e-19,9.123526950224809e-19,3.4951936171808524e-07,3.5623539957570686e-16,1.6533617929665046e-18
1.850807992286862e-08,0.6623234609195358,3.76,0.0,1.0018283078101156,0.9964205109873883,3.811149535106442e-07,0.0,1.05079738509634e-06,0.0016725934199844769,0.001596643915039436,3.094263188686121e-05,3.847477708735322e-11,2.564996201555954e-11,5.535252850623919e-05,5.403096763765545e-05,4.376793635615814e-05,1.3468273557312252e-05,1.634198555467018e-05,5.821779929229747e-06,1.1224358204570422e-06,2.4761401439310335e-09,2.8257745793090652e-08,3.0518389416662924e-10,5.876750652118643e-12,7.219312558512747e-13,3.4938857389064846e-05,7.619994427414397e-11,9.066339410585634e-10,2.9743024469578945e-17,1.829339376132259e-08,3.740339585902489e-08,1.2503800269049808e-08,8.557297183849902e-12,9.800490800705287e-10,1.7577300167969801e-07,0.003493819569597568,1.0111175106493002e-10,9.936342255563167e-18,1.9848581836459058e-11,4.804131025116506e-13,3.82013032481868e-12,1.2453372308373148e-10,4.1945737415687865e-17,1.1844395134232904e-17,4.3529875451110323e-16,7.642380426728204e-17,3.3853679390773797e-19,1.2897426918145438e-17,5.278614436392485e-13,1.0399559315802806e-14,2.0732790528654321e-07,6.610935434403821e-12,9.911235524653312e-14,1.854295153346133e-13,4.2348154505245804e-13,1.136721451925046e-13,1.8625277777835048e-17,6.115679364687899e-16,7.728364087941778e-13,6.615466293790149e-10,1.1991628337272637e-24,1.5206533852663829e-12,4.5581335273598854e-14,9.543362469803184e-17,7.36848308028768e-19,1.0452534068431288e-19,1.4510963410166338e-21,6.007699459296924e-20,2.0564341107127082e-10,5.588151704931118e-26,2.3986522751731286e-23,9.360982472154066e-19,1.0984174474108549e-18,3.755040207764831e-07,4.2569267097541515e-16,1.9537454916169727e-18
1.9093838001968104e-08,0.6623297501966878,3.76,0.0,1.0017726005795489,0.9964155870721588,4.251285734542635e-07,0.0,1.1350976208383979e-06,0.001725957085632585,0.0016449339897521445,3.2917760904836084e-05,3.994536581408423e-11,2.6435870120495786e-11,5.855625910060385e-05,5.712429677972778e-05,4.569810229548046e-05,1.4646438800254756e-05,1.685807395217316e-05,6.262191007664515e-06,1.224380834150675e-06,2.65249248881746e-09,3.065190397025472e-08,3.5184500208787437e-10,6.329513970127884e-12,8.064729186422643e-13,3.6043470408867296e-05,8.379873900978144e-11,9.652563423718902e-10,3.331397057450748e-17,1.9503477191709492e-08,3.977058327629927e-08,1.3698439959457606e-08,9.120020472868177e-12,1.0394116771312908e-09,1.9697922153806308e-07,0.003493802547933741,1.0562708587785213e-10,1.1049706011830466e-17,2.2053100986246772e-11,5.36511469159227e-13,4.341331770585669e-12,1.343063562095025e-10,4.7878983941646225e-17,1.3113447799263625e-17,4.841701660484056e-16,8.744824968601993e-17,3.74089364233892e-19,1.543622319910507e-17,5.44971213130502e-13,1.2003720377727342e-14,2.200001628260502e-07,7.236691431668905e-12,1.1165552329620111e-13,2.052428249596185e-13,4.704501735374034e-13,1.2927001813901546e-13,2.11482874778226e-17,7.528727914708834e-16,8.127696637407585e-13,6.82473106448948e-10,1.3286453128125428e-24,1.77203086693627e-12,5.0600702815669333e-14,1.1296316737881922e-16,8.37306169613428e-19,1.2838909404641126e-19,1.6453781974636827e-21,7.264426314454603e-20,2.1199167887177393e-10,6.779638056149793e-26,2.9895421969446004e-23,1.0904986445721854e-18,1.3182661477605345e-18,4.0232679535360057e-07,5.058792133851392e-16,2.296907742696022e-18
1.967959608106759e-08,0.6623360456113467,3.76,0.0,1.0017168047042269,0.9964105290803383,4.72609932791701e-07,0.0,1.2230738834009854e-06,0.0017793638005920173,0.0016930897243654854,3.4985686128257696e-05,4.1413475925269116e-11,2.721956776541671e-11,6.182935548494554e-05,6.028199350152065e-05,4.76756614392505e-05,1.5887236594580887e-05,1.7374159017015582e-05,6.718004637923369e-06,1.3318773485401022e-06,2.837880997216773e-09,3.3193318203023395e-08,4.0420042108249825e-10,6.80937672923692e-12,8.986297038551659e-13,3.714801149431753e-05,9.192768020813235e-11,1.0266735779479983e-09,3.721373821898757e-17,2.0754310058737666e-08,4.220813385967415e-08,1.4964920710909842e-08,9.706538605485256e-12,1.1002314240793613e-09,2.2000574306831941e-07,0.003493785055759023,1.1020799444657242e-10,1.2249944495463323e-17,2.4442898272592056e-11,5.976198434596493e-13,4.917933226651989e-12,1.446254362846316e-10,5.446393662086128e-17,1.4480800366095858e-17,5.37470145446596e-16,9.970865752845748e-17,4.1235541287812144e-19,1.8382301200536404e-17,5.620934561441779e-13,1.3797032628899583e-14,2.3300831639388999e-07,7.899478665944604e-12,1.2531539859785832e-13,2.2657238440431846e-13,5.209382093689608e-13,1.467095611358922e-13,2.3912895437146737e-17,9.218862947630733e-16,8.533883678596517e-13,7.033410082529082e-10,1.468118791605173e-24,2.0560077603204124e-12,5.6023082015688346e-14,1.3304985515060685e-16,9.48022568252181e-19,1.5675294656769588e-19,1.858029878613111e-21,8.738285416033698e-20,2.1832208296404507e-10,8.180700946766825e-26,3.702819030137717e-23,1.2644043121879378e-18,1.5773338307388441e-18,4.299721277042798e-07,5.980533206339205e-16,2.6873037975411512e-18
2.0265354160167075e-08,0.6623423473015264,3.76,0.0,1.0016609176421016,0.9964053372333604,5.237070994089803e-07,0.0,1.314740911117773e-06,0.00183281497664254,0.0017411113807029126,3.714894829357714e-05,4.287887970446839e-11,2.800105891051836e-11,6.517028768493329e-05,6.350251447213734e-05,4.970166337855112e-05,1.719186557291581e-05,1.789024517570688e-05,7.1890027798696124e-06,1.4450242312309737e-06,3.0326355783450636e-09,3.588863875428063e-08,4.6278518660308654e-10,7.318257059210385e-12,9.989093243050308e-13,3.8252480564021295e-05,1.0061173029375158e-10,1.0909650354645187e-09,4.1464752551358334e-17,2.204606909043849e-08,4.471585796678974e-08,1.630511768284695e-08,1.0317963240562847e-11,1.1624861770669866e-09,2.449459207887467e-07,0.0034937670938026636,1.1485347644244973e-10,1.354138835324942e-17,2.702918487313215e-11,6.640675353632579e-13,5.5543787920048435e-12,1.5551712745843704e-10,6.17544615658589e-17,1.59519163081147e-17,5.955376364399575e-16,1.1331123136921674e-16,4.534912954875468e-19,2.1787291310584835e-17,5.792284597166667e-13,1.5795141870477695e-14,2.4634911994437933e-07,8.600227497270269e-12,1.4015106144002168e-13,2.4949888427000926e-13,5.750856078435925e-13,1.6616330401839993e-13,2.6932976171726994e-17,1.1230678111082558e-15,8.946811312804476e-13,7.24150459318422e-10,1.618116734098248e-24,2.375757754692224e-12,6.187153212808396e-14,1.5597742429094501e-16,1.069739574013864e-18,1.903010481825755e-19,2.090091227595455e-21,1.0459732927049403e-19,2.2463465668152013e-10,9.821210078619118e-26,4.559430870560922e-23,1.4595666159843803e-18,1.8818047559676937e-18,4.584244054993815e-07,7.035782024773879e-16,3.129679666371083e-18
